"Site_Orig","Lat","Long","Date","Depth","Block","Class","Species","Total","Pres","Site"
"Shelly Beach",-33.8,151.3,2013-02-07,5,1,"Actinopterygii","Prionurus microlepidotus",3,1,"Shelly Beach"
"Shelly Beach",-33.8,151.3,2013-02-07,5,2,"Actinopterygii","Prionurus microlepidotus",2,1,"Shelly Beach"
"Shelly Beach",-33.8,151.3,2013-02-07,5,1,"Actinopterygii","Scobinichthys granulatus",1,1,"Shelly Beach"
"Shelly Beach",-33.8,151.3,2013-02-07,5,1,"Actinopterygii","Scorpis lineolata",11,1,"Shelly Beach"
"Shelly Beach",-33.8,151.3,2013-02-07,5,2,"Actinopterygii","Scorpis lineolata",3,1,"Shelly Beach"
"Shelly Beach",-33.8,151.3,2013-02-07,5,1,"Actinopterygii","Thalassoma lunare",4,1,"Shelly Beach"
"Shelly Beach",-33.8,151.3,2013-02-07,5,2,"Actinopterygii","Thalassoma lunare",1,1,"Shelly Beach"
"Shelly Beach",-33.8,151.3,2013-02-07,5,1,"Actinopterygii","Trachinops taeniatus",145,1,"Shelly Beach"
"Shelly Beach",-33.8,151.3,2013-02-07,5,2,"Actinopterygii","Trachinops taeniatus",250,1,"Shelly Beach"
"Shelly Beach",-33.8,151.3,2013-02-07,5,1,"Actinopterygii","Upeneichthys lineatus",9,1,"Shelly Beach"
"Shelly Beach",-33.8,151.3,2013-02-07,5,2,"Actinopterygii","Upeneichthys lineatus",3,1,"Shelly Beach"
"Shelly Beach",-33.8,151.3,2017-03-22,5,2,"Actinopterygii","Achoerodus viridis",1,1,"Shelly Beach"
"Shelly Beach",-33.8,151.3,2017-03-22,5,2,"Actinopterygii","Aplodactylus lophodon",1,1,"Shelly Beach"
"Shelly Beach",-33.8,151.3,2017-03-22,5,2,"Actinopterygii","Ostorhinchus limenus",1,1,"Shelly Beach"
"Shelly Beach",-33.8,151.3,2017-03-22,5,2,"Actinopterygii","Atypichthys strigatus",50,1,"Shelly Beach"
"Shelly Beach",-33.8,151.3,2017-03-22,5,2,"Actinopterygii","Brachaluteres jacksonianus",1,1,"Shelly Beach"
"Shelly Beach",-33.8,151.3,2017-03-22,5,2,"Actinopterygii","Cheilodactylus fuscus",3,1,"Shelly Beach"
"Shelly Beach",-33.8,151.3,2017-03-22,5,2,"Actinopterygii","Cheilodactylus vestitus",1,1,"Shelly Beach"
"Shelly Beach",-33.8,151.3,2017-03-22,5,2,"Actinopterygii","Fistularia commersonii",2,1,"Shelly Beach"
"Shelly Beach",-33.8,151.3,2017-03-22,5,2,"Actinopterygii","Gerres subfasciatus",4,1,"Shelly Beach"
"Shelly Beach",-33.8,151.3,2017-03-22,5,2,"Actinopterygii","Halichoeres nebulosus",1,1,"Shelly Beach"
"Shelly Beach",-33.8,151.3,2017-03-22,5,2,"Actinopterygii","Meuschenia trachylepis",2,1,"Shelly Beach"
"Shelly Beach",-33.8,151.3,2017-03-22,5,2,"Actinopterygii","Notolabrus gymnogenis",3,1,"Shelly Beach"
"Shelly Beach",-33.8,151.3,2017-03-22,5,2,"Actinopterygii","Ophthalmolepis lineolata",6,1,"Shelly Beach"
"Shelly Beach",-33.8,151.3,2017-03-22,5,2,"Actinopterygii","Parma microlepis",1,1,"Shelly Beach"
"Shelly Beach",-33.8,151.3,2017-03-22,5,2,"Actinopterygii","Pictilabrus laticlavius",1,1,"Shelly Beach"
"Shelly Beach",-33.8,151.3,2017-03-22,5,2,"Actinopterygii","Pomatomus saltatrix",1,1,"Shelly Beach"
"Shelly Beach",-33.8,151.3,2017-03-22,5,2,"Actinopterygii","Prionurus microlepidotus",1,1,"Shelly Beach"
"Shelly Beach",-33.8,151.3,2017-03-22,5,2,"Actinopterygii","Pseudocaranx georgianus",13,1,"Shelly Beach"
"Shelly Beach",-33.8,151.3,2017-03-22,5,2,"Actinopterygii","Rhabdosargus sarba",6,1,"Shelly Beach"
"Shelly Beach",-33.8,151.3,2017-03-22,5,2,"Actinopterygii","Scobinichthys granulatus",1,1,"Shelly Beach"
"Shelly Beach",-33.8,151.3,2017-03-22,5,2,"Actinopterygii","Scorpaena jacksoniensis",1,1,"Shelly Beach"
"Shelly Beach",-33.8,151.3,2017-03-22,5,2,"Actinopterygii","Trachinops taeniatus",40,1,"Shelly Beach"
"Shelly Beach",-33.8,151.3,2017-03-22,5,2,"Actinopterygii","Upeneichthys lineatus",4,1,"Shelly Beach"
"Shelly Beach",-33.8,151.3,2017-03-22,5,1,"Actinopterygii","Acanthurus dussumieri",1,1,"Shelly Beach"
"Shelly Beach",-33.8,151.3,2017-03-22,5,1,"Actinopterygii","Anampses caeruleopunctatus",2,1,"Shelly Beach"
"Shelly Beach",-33.8,151.3,2017-03-22,5,1,"Actinopterygii","Aplodactylus lophodon",1,1,"Shelly Beach"
"Shelly Beach",-33.8,151.3,2017-03-22,5,1,"Actinopterygii","Atypichthys strigatus",36,1,"Shelly Beach"
"Shelly Beach",-33.8,151.3,2017-03-22,5,1,"Actinopterygii","Gerres subfasciatus",1,1,"Shelly Beach"
"Shelly Beach",-33.8,151.3,2017-03-22,5,1,"Actinopterygii","Latropiscis purpurissatus",1,1,"Shelly Beach"
"Shelly Beach",-33.8,151.3,2017-03-22,5,1,"Actinopterygii","Notolabrus gymnogenis",8,1,"Shelly Beach"
"Shelly Beach",-33.8,151.3,2017-03-22,5,1,"Actinopterygii","Ophthalmolepis lineolata",6,1,"Shelly Beach"
"Shelly Beach",-33.8,151.3,2017-03-22,5,1,"Actinopterygii","Parma microlepis",9,1,"Shelly Beach"
"Shelly Beach",-33.8,151.3,2017-03-22,5,1,"Actinopterygii","Parupeneus spilurus",9,1,"Shelly Beach"
"Shelly Beach",-33.8,151.3,2017-03-22,5,1,"Actinopterygii","Pictilabrus laticlavius",1,1,"Shelly Beach"
"Shelly Beach",-33.8,151.3,2017-03-22,5,1,"Actinopterygii","Pseudocaranx georgianus",2,1,"Shelly Beach"
"Shelly Beach",-33.8,151.3,2017-03-22,5,1,"Actinopterygii","Schuettea scalaripinnis",100,1,"Shelly Beach"
"Shelly Beach",-33.8,151.3,2017-03-22,5,1,"Actinopterygii","Trachinops taeniatus",375,1,"Shelly Beach"
"Shelly Beach",-33.8,151.3,2017-03-22,5,1,"Actinopterygii","Upeneichthys lineatus",2,1,"Shelly Beach"
"Shelly Beach",-33.8,151.3,2017-03-22,4,2,"Actinopterygii","Acanthaluteres vittiger",1,1,"Shelly Beach"
"Shelly Beach",-33.8,151.3,2017-03-22,4,2,"Actinopterygii","Acanthopagrus australis",1,1,"Shelly Beach"
"Shelly Beach",-33.8,151.3,2017-03-22,4,2,"Actinopterygii","Acanthurus dussumieri",1,1,"Shelly Beach"
"Shelly Beach",-33.8,151.3,2017-03-22,4,2,"Actinopterygii","Acanthurus nigrofuscus",1,1,"Shelly Beach"
"Shelly Beach",-33.8,151.3,2017-03-22,4,2,"Actinopterygii","Achoerodus viridis",4,1,"Shelly Beach"
"Shelly Beach",-33.8,151.3,2017-03-22,4,2,"Actinopterygii","Aplodactylus lophodon",7,1,"Shelly Beach"
"Shelly Beach",-33.8,151.3,2017-03-22,4,2,"Actinopterygii","Atypichthys strigatus",11,1,"Shelly Beach"
"Shelly Beach",-33.8,151.3,2017-03-22,4,2,"Actinopterygii","Brachaluteres jacksonianus",1,1,"Shelly Beach"
"Shelly Beach",-33.8,151.3,2017-03-22,4,2,"Actinopterygii","Cheilodactylus fuscus",4,1,"Shelly Beach"
"Shelly Beach",-33.8,151.3,2017-03-22,4,2,"Actinopterygii","Lethrinus nebulosus",1,1,"Shelly Beach"
"Shelly Beach",-33.8,151.3,2017-03-22,4,2,"Actinopterygii","Meuschenia trachylepis",1,1,"Shelly Beach"
"Shelly Beach",-33.8,151.3,2017-03-22,4,2,"Actinopterygii","Naso unicornis",9,1,"Shelly Beach"
"Shelly Beach",-33.8,151.3,2017-03-22,4,2,"Actinopterygii","Notolabrus gymnogenis",2,1,"Shelly Beach"
"Shelly Beach",-33.8,151.3,2017-03-22,4,2,"Actinopterygii","Olisthops cyanomelas",2,1,"Shelly Beach"
"Shelly Beach",-33.8,151.3,2017-03-22,4,2,"Actinopterygii","Ophthalmolepis lineolata",2,1,"Shelly Beach"
"Shelly Beach",-33.8,151.3,2017-03-22,4,2,"Actinopterygii","Parma microlepis",2,1,"Shelly Beach"
"Shelly Beach",-33.8,151.3,2017-03-22,4,2,"Actinopterygii","Parupeneus spilurus",13,1,"Shelly Beach"
"Shelly Beach",-33.8,151.3,2017-03-22,4,2,"Actinopterygii","Pictilabrus laticlavius",1,1,"Shelly Beach"
"Shelly Beach",-33.8,151.3,2017-03-22,4,2,"Actinopterygii","Prionurus microlepidotus",3,1,"Shelly Beach"
"Shelly Beach",-33.8,151.3,2017-03-22,4,2,"Actinopterygii","Pseudolabrus guentheri",1,1,"Shelly Beach"
"Shelly Beach",-33.8,151.3,2017-03-22,4,2,"Actinopterygii","Scorpis lineolata",1,1,"Shelly Beach"
"Shelly Beach",-33.8,151.3,2017-03-22,4,2,"Actinopterygii","Stethojulis interrupta",1,1,"Shelly Beach"
"Shelly Beach",-33.8,151.3,2017-03-22,4,2,"Actinopterygii","Trachinops taeniatus",50,1,"Shelly Beach"
"Shelly Beach",-33.8,151.3,2017-03-22,4,2,"Actinopterygii","Upeneichthys lineatus",2,1,"Shelly Beach"
"Shelly Beach",-33.8,151.3,2017-03-22,4,1,"Actinopterygii","Acanthurus dussumieri",1,1,"Shelly Beach"
"Shelly Beach",-33.8,151.3,2017-03-22,4,1,"Actinopterygii","Atypichthys strigatus",3,1,"Shelly Beach"
"Shelly Beach",-33.8,151.3,2017-03-22,4,1,"Actinopterygii","Brachaluteres jacksonianus",1,1,"Shelly Beach"
"Shelly Beach",-33.8,151.3,2017-03-22,4,1,"Actinopterygii","Fistularia commersonii",2,1,"Shelly Beach"
"Shelly Beach",-33.8,151.3,2017-03-22,4,1,"Actinopterygii","Gerres subfasciatus",1,1,"Shelly Beach"
"Shelly Beach",-33.8,151.3,2017-03-22,4,1,"Actinopterygii","Girella tricuspidata",1,1,"Shelly Beach"
"Shelly Beach",-33.8,151.3,2017-03-22,4,1,"Actinopterygii","Notolabrus gymnogenis",4,1,"Shelly Beach"
"Shelly Beach",-33.8,151.3,2017-03-22,4,1,"Actinopterygii","Ophthalmolepis lineolata",1,1,"Shelly Beach"
"Shelly Beach",-33.8,151.3,2017-03-22,4,1,"Actinopterygii","Parma microlepis",2,1,"Shelly Beach"
"Shelly Beach",-33.8,151.3,2017-03-22,4,1,"Actinopterygii","Parupeneus spilurus",11,1,"Shelly Beach"
"Shelly Beach",-33.8,151.3,2017-03-22,4,1,"Actinopterygii","Pictilabrus laticlavius",1,1,"Shelly Beach"
"Shelly Beach",-33.8,151.3,2017-03-22,4,1,"Actinopterygii","Scobinichthys granulatus",1,1,"Shelly Beach"
"Shelly Beach",-33.8,151.3,2017-03-22,4,1,"Actinopterygii","Trachinops taeniatus",100,1,"Shelly Beach"
"Shelly Beach",-33.8,151.3,2017-03-22,4,1,"Actinopterygii","Upeneichthys lineatus",6,1,"Shelly Beach"
"Shelly Beach",-33.8,151.3,2017-03-22,4,1,"Actinopterygii","Zanclus cornutus",1,1,"Shelly Beach"
"Shelly Beach",-33.8,151.3,2016-02-05,6,2,"Actinopterygii","Acanthaluteres vittiger",2,1,"Shelly Beach"
"Shelly Beach",-33.8,151.3,2016-02-05,6,2,"Actinopterygii","Acanthurus nigrofuscus",1,1,"Shelly Beach"
"Shelly Beach",-33.8,151.3,2016-02-05,6,1,"Actinopterygii","Aplodactylus lophodon",2,1,"Shelly Beach"
"Shelly Beach",-33.8,151.3,2016-02-05,6,1,"Actinopterygii","Ostorhinchus limenus",22,1,"Shelly Beach"
"Shelly Beach",-33.8,151.3,2016-02-05,6,2,"Actinopterygii","Ostorhinchus limenus",30,1,"Shelly Beach"
"Shelly Beach",-33.8,151.3,2016-02-05,6,1,"Actinopterygii","Atypichthys strigatus",40,1,"Shelly Beach"
"Shelly Beach",-33.8,151.3,2016-02-05,6,2,"Actinopterygii","Atypichthys strigatus",30,1,"Shelly Beach"
"Shelly Beach",-33.8,151.3,2016-02-05,6,1,"Actinopterygii","Brachaluteres jacksonianus",2,1,"Shelly Beach"
"Shelly Beach",-33.8,151.3,2016-02-05,6,2,"Actinopterygii","Brachaluteres jacksonianus",2,1,"Shelly Beach"
"Shelly Beach",-33.8,151.3,2016-02-05,6,1,"Actinopterygii","Chromis hypsilepis",3,1,"Shelly Beach"
"Shelly Beach",-33.8,151.3,2016-02-05,6,2,"Actinopterygii","Enoplosus armatus",1,1,"Shelly Beach"
"Shelly Beach",-33.8,151.3,2016-02-05,6,2,"Actinopterygii","Fistularia commersonii",1,1,"Shelly Beach"
"Shelly Beach",-33.8,151.3,2016-02-05,6,2,"Actinopterygii","Halichoeres nebulosus",1,1,"Shelly Beach"
"Shelly Beach",-33.8,151.3,2016-02-05,6,2,"Actinopterygii","Istigobius hoesei",3,1,"Shelly Beach"
"Shelly Beach",-33.8,151.3,2016-02-05,6,1,"Actinopterygii","Leptatherina presbyteroides",40,1,"Shelly Beach"
"Shelly Beach",-33.8,151.3,2016-02-05,6,1,"Actinopterygii","Notolabrus gymnogenis",2,1,"Shelly Beach"
"Shelly Beach",-33.8,151.3,2016-02-05,6,2,"Actinopterygii","Notolabrus gymnogenis",4,1,"Shelly Beach"
"Shelly Beach",-33.8,151.3,2016-02-05,6,1,"Actinopterygii","Ophthalmolepis lineolata",3,1,"Shelly Beach"
"Shelly Beach",-33.8,151.3,2016-02-05,6,2,"Actinopterygii","Ophthalmolepis lineolata",5,1,"Shelly Beach"
"Shelly Beach",-33.8,151.3,2016-02-05,6,1,"Elasmobranchii","Orectolobus maculatus",2,1,"Shelly Beach"
"Shelly Beach",-33.8,151.3,2016-02-05,6,2,"Elasmobranchii","Orectolobus maculatus",1,1,"Shelly Beach"
"Shelly Beach",-33.8,151.3,2016-02-05,6,1,"Actinopterygii","Parma microlepis",14,1,"Shelly Beach"
"Shelly Beach",-33.8,151.3,2016-02-05,6,2,"Actinopterygii","Parma microlepis",17,1,"Shelly Beach"
"Shelly Beach",-33.8,151.3,2016-02-05,6,1,"Actinopterygii","Parma oligolepis",1,1,"Shelly Beach"
"Shelly Beach",-33.8,151.3,2016-02-05,6,2,"Actinopterygii","Parma unifasciata",1,1,"Shelly Beach"
"Shelly Beach",-33.8,151.3,2016-02-05,6,1,"Actinopterygii","Parupeneus spilurus",21,1,"Shelly Beach"
"Shelly Beach",-33.8,151.3,2016-02-05,6,2,"Actinopterygii","Parupeneus spilurus",25,1,"Shelly Beach"
"Shelly Beach",-33.8,151.3,2016-02-05,6,1,"Actinopterygii","Pempheris affinis",20,1,"Shelly Beach"
"Shelly Beach",-33.8,151.3,2016-02-05,6,2,"Actinopterygii","Pempheris affinis",3,1,"Shelly Beach"
"Shelly Beach",-33.8,151.3,2016-02-05,6,2,"Actinopterygii","Pempheris compressa",3,1,"Shelly Beach"
"Shelly Beach",-33.8,151.3,2016-02-05,6,1,"Actinopterygii","Pictilabrus laticlavius",1,1,"Shelly Beach"
"Shelly Beach",-33.8,151.3,2016-02-05,6,1,"Actinopterygii","Plagiotremus tapeinosoma",6,1,"Shelly Beach"
"Shelly Beach",-33.8,151.3,2016-02-05,6,2,"Actinopterygii","Plagiotremus tapeinosoma",20,1,"Shelly Beach"
"Shelly Beach",-33.8,151.3,2016-02-05,6,2,"Actinopterygii","Pomacentrus coelestis",1,1,"Shelly Beach"
"Shelly Beach",-33.8,151.3,2016-02-05,6,1,"Actinopterygii","Prionurus microlepidotus",1,1,"Shelly Beach"
"Shelly Beach",-33.8,151.3,2016-02-05,6,2,"Actinopterygii","Prionurus microlepidotus",8,1,"Shelly Beach"
"Shelly Beach",-33.8,151.3,2016-02-05,6,2,"Actinopterygii","Pseudolabrus guentheri",1,1,"Shelly Beach"
"Shelly Beach",-33.8,151.3,2016-02-05,6,1,"Actinopterygii","Ptereleotris monoptera",10,1,"Shelly Beach"
"Shelly Beach",-33.8,151.3,2016-02-05,6,1,"Actinopterygii","Scorpis lineolata",2,1,"Shelly Beach"
"Shelly Beach",-33.8,151.3,2016-02-05,6,2,"Actinopterygii","Scorpis lineolata",5,1,"Shelly Beach"
"Shelly Beach",-33.8,151.3,2016-02-05,6,2,"Actinopterygii","Stethojulis interrupta",4,1,"Shelly Beach"
"Shelly Beach",-33.8,151.3,2016-02-05,6,1,"Actinopterygii","Thalassoma lunare",1,1,"Shelly Beach"
"Shelly Beach",-33.8,151.3,2016-02-05,6,2,"Actinopterygii","Thalassoma lunare",1,1,"Shelly Beach"
"Shelly Beach",-33.8,151.3,2016-02-05,6,1,"Actinopterygii","Trachinops taeniatus",50,1,"Shelly Beach"
"Shelly Beach",-33.8,151.3,2016-02-05,6,2,"Actinopterygii","Trachinops taeniatus",60,1,"Shelly Beach"
"Shelly Beach",-33.8,151.3,2016-02-05,6,2,"Actinopterygii","Upeneichthys lineatus",4,1,"Shelly Beach"
"Shelly Beach",-33.8,151.3,2016-09-27,4,2,"Actinopterygii","Achoerodus viridis",2,1,"Shelly Beach"
"Shelly Beach",-33.8,151.3,2016-09-27,4,2,"Actinopterygii","Aplodactylus lophodon",5,1,"Shelly Beach"
"Shelly Beach",-33.8,151.3,2016-09-27,4,2,"Actinopterygii","Atypichthys strigatus",10,1,"Shelly Beach"
"Shelly Beach",-33.8,151.3,2016-09-27,4,2,"Actinopterygii","Brachaluteres jacksonianus",1,1,"Shelly Beach"
"Shelly Beach",-33.8,151.3,2016-09-27,4,2,"Actinopterygii","Cheilodactylus fuscus",1,1,"Shelly Beach"
"Shelly Beach",-33.8,151.3,2016-09-27,4,2,"Actinopterygii","Cheilodactylus vestitus",1,1,"Shelly Beach"
"Shelly Beach",-33.8,151.3,2016-09-27,4,2,"Actinopterygii","Cochleoceps orientalis",1,1,"Shelly Beach"
"Shelly Beach",-33.8,151.3,2016-09-27,4,2,"Actinopterygii","Eocallionymus papilio",1,1,"Shelly Beach"
"Shelly Beach",-33.8,151.3,2016-09-27,4,2,"Actinopterygii","Eupetrichthys angustipes",1,1,"Shelly Beach"
"Shelly Beach",-33.8,151.3,2016-09-27,4,2,"Actinopterygii","Girella tricuspidata",9,1,"Shelly Beach"
"Shelly Beach",-33.8,151.3,2016-09-27,4,2,"Actinopterygii","Lethrinus nebulosus",4,1,"Shelly Beach"
"Shelly Beach",-33.8,151.3,2016-09-27,4,2,"Actinopterygii","Meuschenia flavolineata",1,1,"Shelly Beach"
"Shelly Beach",-33.8,151.3,2016-09-27,4,2,"Actinopterygii","Meuschenia trachylepis",1,1,"Shelly Beach"
"Shelly Beach",-33.8,151.3,2016-09-27,4,2,"Actinopterygii","Notolabrus gymnogenis",4,1,"Shelly Beach"
"Shelly Beach",-33.8,151.3,2016-09-27,4,2,"Actinopterygii","Olisthops cyanomelas",1,1,"Shelly Beach"
"Shelly Beach",-33.8,151.3,2016-09-27,4,2,"Actinopterygii","Ophthalmolepis lineolata",3,1,"Shelly Beach"
"Shelly Beach",-33.8,151.3,2016-09-27,4,2,"Actinopterygii","Parma microlepis",1,1,"Shelly Beach"
"Shelly Beach",-33.8,151.3,2016-09-27,4,2,"Actinopterygii","Parupeneus spilurus",11,1,"Shelly Beach"
"Shelly Beach",-33.8,151.3,2016-09-27,4,2,"Actinopterygii","Pictilabrus laticlavius",3,1,"Shelly Beach"
"Shelly Beach",-33.8,151.3,2016-09-27,4,2,"Actinopterygii","Plagiotremus tapeinosoma",1,1,"Shelly Beach"
"Shelly Beach",-33.8,151.3,2016-09-27,4,2,"Actinopterygii","Trachinops taeniatus",40,1,"Shelly Beach"
"Shelly Beach",-33.8,151.3,2016-09-27,4,2,"Actinopterygii","Upeneichthys lineatus",1,1,"Shelly Beach"
"Shelly Beach",-33.8,151.3,2016-09-27,4,1,"Actinopterygii","Achoerodus viridis",2,1,"Shelly Beach"
"Shelly Beach",-33.8,151.3,2016-09-27,4,1,"Actinopterygii","Aplodactylus lophodon",9,1,"Shelly Beach"
"Shelly Beach",-33.8,151.3,2016-09-27,4,1,"Actinopterygii","Atypichthys strigatus",2,1,"Shelly Beach"
"Shelly Beach",-33.8,151.3,2016-09-27,4,1,"Actinopterygii","Brachaluteres jacksonianus",2,1,"Shelly Beach"
"Shelly Beach",-33.8,151.3,2016-09-27,4,1,"Actinopterygii","Cheilodactylus fuscus",1,1,"Shelly Beach"
"Shelly Beach",-33.8,151.3,2016-09-27,4,1,"Actinopterygii","Girella tricuspidata",1,1,"Shelly Beach"
"Shelly Beach",-33.8,151.3,2016-09-27,4,1,"Actinopterygii","Halichoeres nebulosus",3,1,"Shelly Beach"
"Shelly Beach",-33.8,151.3,2016-09-27,4,1,"Actinopterygii","Lethrinus nebulosus",3,1,"Shelly Beach"
"Shelly Beach",-33.8,151.3,2016-09-27,4,1,"Actinopterygii","Meuschenia freycineti",1,1,"Shelly Beach"
"Shelly Beach",-33.8,151.3,2016-09-27,4,1,"Actinopterygii","Meuschenia trachylepis",1,1,"Shelly Beach"
"Shelly Beach",-33.8,151.3,2016-09-27,4,1,"Actinopterygii","Microcanthus strigatus",1,1,"Shelly Beach"
"Shelly Beach",-33.8,151.3,2016-09-27,4,1,"Actinopterygii","Notolabrus gymnogenis",4,1,"Shelly Beach"
"Shelly Beach",-33.8,151.3,2016-09-27,4,1,"Actinopterygii","Olisthops cyanomelas",1,1,"Shelly Beach"
"Shelly Beach",-33.8,151.3,2016-09-27,4,1,"Actinopterygii","Ophthalmolepis lineolata",2,1,"Shelly Beach"
"Shelly Beach",-33.8,151.3,2016-09-27,4,1,"Actinopterygii","Parma microlepis",2,1,"Shelly Beach"
"Shelly Beach",-33.8,151.3,2016-09-27,4,1,"Actinopterygii","Parma unifasciata",1,1,"Shelly Beach"
"Shelly Beach",-33.8,151.3,2016-09-27,4,1,"Actinopterygii","Pictilabrus laticlavius",2,1,"Shelly Beach"
"Shelly Beach",-33.8,151.3,2016-09-27,4,1,"Actinopterygii","Plagiotremus tapeinosoma",1,1,"Shelly Beach"
"Shelly Beach",-33.8,151.3,2016-09-27,4,1,"Actinopterygii","Pseudocaranx georgianus",3,1,"Shelly Beach"
"Shelly Beach",-33.8,151.3,2016-09-27,4,1,"Actinopterygii","Trachinops taeniatus",100,1,"Shelly Beach"
"Shelly Beach",-33.8,151.3,2016-09-27,4,1,"Actinopterygii","Upeneichthys lineatus",1,1,"Shelly Beach"
"Shelly Beach",-33.8,151.3,2018-01-09,4,1,"Actinopterygii","Ostorhinchus limenus",5,1,"Shelly Beach"
"Shelly Beach",-33.8,151.3,2018-01-09,4,2,"Actinopterygii","Ostorhinchus limenus",5,1,"Shelly Beach"
"Shelly Beach",-33.8,151.3,2018-01-09,4,1,"Actinopterygii","Atypichthys strigatus",40,1,"Shelly Beach"
"Shelly Beach",-33.8,151.3,2018-01-09,4,2,"Actinopterygii","Atypichthys strigatus",50,1,"Shelly Beach"
"Shelly Beach",-33.8,151.3,2018-01-09,4,2,"Actinopterygii","Brachaluteres jacksonianus",1,1,"Shelly Beach"
"Shelly Beach",-33.8,151.3,2018-01-09,4,1,"Actinopterygii","Cheilodactylus fuscus",1,1,"Shelly Beach"
"Shelly Beach",-33.8,151.3,2018-01-09,4,2,"Actinopterygii","Cheilodactylus fuscus",1,1,"Shelly Beach"
"Shelly Beach",-33.8,151.3,2018-01-09,4,1,"Actinopterygii","Eupetrichthys angustipes",2,1,"Shelly Beach"
"Shelly Beach",-33.8,151.3,2018-01-09,4,2,"Actinopterygii","Eupetrichthys angustipes",2,1,"Shelly Beach"
"Shelly Beach",-33.8,151.3,2018-01-09,4,1,"Actinopterygii","Gerres subfasciatus",2,1,"Shelly Beach"
"Shelly Beach",-33.8,151.3,2018-01-09,4,2,"Actinopterygii","Gerres subfasciatus",2,1,"Shelly Beach"
"Shelly Beach",-33.8,151.3,2018-01-09,4,2,"Actinopterygii","Girella tricuspidata",1,1,"Shelly Beach"
"Shelly Beach",-33.8,151.3,2018-01-09,4,2,"Actinopterygii","Istigobius hoesei",1,1,"Shelly Beach"
"Shelly Beach",-33.8,151.3,2018-01-09,4,2,"Actinopterygii","Limnichthys fasciatus",1,1,"Shelly Beach"
"Shelly Beach",-33.8,151.3,2018-01-09,4,2,"Actinopterygii","Meuschenia trachylepis",2,1,"Shelly Beach"
"Shelly Beach",-33.8,151.3,2018-01-09,4,2,"Actinopterygii","Monacanthus chinensis",1,1,"Shelly Beach"
"Shelly Beach",-33.8,151.3,2018-01-09,4,1,"Actinopterygii","Nemadactylus douglasii",1,1,"Shelly Beach"
"Shelly Beach",-33.8,151.3,2018-01-09,4,1,"Actinopterygii","Notolabrus gymnogenis",2,1,"Shelly Beach"
"Shelly Beach",-33.8,151.3,2018-01-09,4,2,"Actinopterygii","Notolabrus gymnogenis",5,1,"Shelly Beach"
"Shelly Beach",-33.8,151.3,2018-01-09,4,2,"Actinopterygii","Olisthops cyanomelas",1,1,"Shelly Beach"
"Shelly Beach",-33.8,151.3,2018-01-09,4,1,"Actinopterygii","Ophthalmolepis lineolata",8,1,"Shelly Beach"
"Shelly Beach",-33.8,151.3,2018-01-09,4,2,"Actinopterygii","Ophthalmolepis lineolata",5,1,"Shelly Beach"
"Shelly Beach",-33.8,151.3,2018-01-09,4,1,"Actinopterygii","Parma microlepis",1,1,"Shelly Beach"
"Shelly Beach",-33.8,151.3,2018-01-09,4,2,"Actinopterygii","Parma microlepis",1,1,"Shelly Beach"
"Shelly Beach",-33.8,151.3,2018-01-09,4,1,"Actinopterygii","Parupeneus spilurus",11,1,"Shelly Beach"
"Shelly Beach",-33.8,151.3,2018-01-09,4,1,"Actinopterygii","Pictilabrus laticlavius",1,1,"Shelly Beach"
"Shelly Beach",-33.8,151.3,2018-01-09,4,2,"Actinopterygii","Pictilabrus laticlavius",3,1,"Shelly Beach"
"Shelly Beach",-33.8,151.3,2018-01-09,4,1,"Actinopterygii","Pseudocaranx georgianus",18,1,"Shelly Beach"
"Shelly Beach",-33.8,151.3,2018-01-09,4,2,"Actinopterygii","Pseudocaranx georgianus",10,1,"Shelly Beach"
"Shelly Beach",-33.8,151.3,2018-01-09,4,1,"Actinopterygii","Pseudolabrus guentheri",1,1,"Shelly Beach"
"Shelly Beach",-33.8,151.3,2018-01-09,4,1,"Actinopterygii","Rhabdosargus sarba",4,1,"Shelly Beach"
"Shelly Beach",-33.8,151.3,2018-01-09,4,1,"Actinopterygii","Trachinops taeniatus",100,1,"Shelly Beach"
"Shelly Beach",-33.8,151.3,2018-01-09,4,2,"Actinopterygii","Trachinops taeniatus",120,1,"Shelly Beach"
"Shelly Beach",-33.8,151.3,2018-01-09,4,1,"Elasmobranchii","Trygonorrhina fasciata",1,1,"Shelly Beach"
"Shelly Beach",-33.8,151.3,2018-01-09,4,1,"Actinopterygii","Upeneichthys lineatus",6,1,"Shelly Beach"
"Shelly Beach",-33.8,151.3,2018-01-09,4,2,"Actinopterygii","Upeneichthys lineatus",7,1,"Shelly Beach"
"Shelly Beach",-33.8,151.3,2018-03-09,4,1,"Actinopterygii","Acanthaluteres vittiger",13,1,"Shelly Beach"
"Shelly Beach",-33.8,151.3,2018-03-09,4,1,"Actinopterygii","Acanthurus dussumieri",1,1,"Shelly Beach"
"Shelly Beach",-33.8,151.3,2018-03-09,4,1,"Actinopterygii","Acanthurus nigrofuscus",1,1,"Shelly Beach"
"Shelly Beach",-33.8,151.3,2018-03-09,4,1,"Actinopterygii","Achoerodus viridis",2,1,"Shelly Beach"
"Shelly Beach",-33.8,151.3,2018-03-09,4,2,"Actinopterygii","Achoerodus viridis",2,1,"Shelly Beach"
