"Site_Orig","Lat","Long","Date","Depth","Block","Class","Species","Total","Pres","Site"
"Oak Park",-34.07,151.16,2009-08-02,5.3,1,"Actinopterygii","Atypichthys strigatus",450,1,"Oak Park"
"Oak Park",-34.07,151.16,2009-08-02,5.3,2,"Actinopterygii","Atypichthys strigatus",310,1,"Oak Park"
"Oak Park",-34.07,151.16,2009-08-02,5.3,1,"Actinopterygii","Cheilodactylus fuscus",1,1,"Oak Park"
"Oak Park",-34.07,151.16,2009-08-02,5.3,1,"Actinopterygii","Dinolestes lewini",3,1,"Oak Park"
"Oak Park",-34.07,151.16,2009-08-02,5.3,1,"Actinopterygii","Enoplosus armatus",4,1,"Oak Park"
"Oak Park",-34.07,151.16,2009-08-02,5.3,2,"Actinopterygii","Enoplosus armatus",1,1,"Oak Park"
"Oak Park",-34.07,151.16,2009-08-02,5.3,1,"Actinopterygii","Hypoplectrodes maccullochi",1,1,"Oak Park"
"Oak Park",-34.07,151.16,2009-08-02,5.3,1,"Actinopterygii","Meuschenia freycineti",1,1,"Oak Park"
"Oak Park",-34.07,151.16,2009-08-02,5.3,1,"Actinopterygii","Microcanthus strigatus",2,1,"Oak Park"
"Oak Park",-34.07,151.16,2009-08-02,5.3,1,"Actinopterygii","Notolabrus gymnogenis",2,1,"Oak Park"
"Oak Park",-34.07,151.16,2009-08-02,5.3,2,"Actinopterygii","Notolabrus gymnogenis",10,1,"Oak Park"
"Oak Park",-34.07,151.16,2009-08-02,5.3,2,"Actinopterygii","Olisthops cyanomelas",3,1,"Oak Park"
"Bare Island",-33.99,151.23,2009-12-09,6.5,1,"Actinopterygii","Pictilabrus laticlavius",2,1,"Bare Island"
"Bare Island",-33.99,151.23,2009-12-09,6.5,1,"Actinopterygii","Scorpis lineolata",6,1,"Bare Island"
"Bare Island",-33.99,151.23,2009-12-09,6.5,1,"Actinopterygii","Trachinops taeniatus",295,1,"Bare Island"
"Bare Island",-33.99,151.23,2011-03-24,6,1,"Actinopterygii","Achoerodus viridis",1,1,"Bare Island"
"Bare Island",-33.99,151.23,2011-03-24,6,1,"Actinopterygii","Ostorhinchus limenus",1,1,"Bare Island"
"Bare Island",-33.99,151.23,2011-03-24,6,1,"Actinopterygii","Atypichthys strigatus",48,1,"Bare Island"
"Bare Island",-33.99,151.23,2011-03-24,6,1,"Actinopterygii","Cheilodactylus fuscus",2,1,"Bare Island"
"Bare Island",-33.99,151.23,2011-03-24,6,1,"Actinopterygii","Enoplosus armatus",2,1,"Bare Island"
"Bare Island",-33.99,151.23,2011-03-24,6,1,"Actinopterygii","Gerres subfasciatus",13,1,"Bare Island"
"Bare Island",-33.99,151.23,2011-03-24,6,1,"Actinopterygii","Hypoplectrodes maccullochi",2,1,"Bare Island"
"Bare Island",-33.99,151.23,2011-03-24,6,1,"Actinopterygii","Istigobius hoesei",2,1,"Bare Island"
"Bare Island",-33.99,151.23,2011-03-24,6,1,"Actinopterygii","Meuschenia trachylepis",2,1,"Bare Island"
"Bare Island",-33.99,151.23,2011-03-24,6,1,"Actinopterygii","Notolabrus gymnogenis",2,1,"Bare Island"
"Bare Island",-33.99,151.23,2011-03-24,6,1,"Actinopterygii","Ophthalmolepis lineolata",1,1,"Bare Island"
"Bare Island",-33.99,151.23,2011-03-24,6,1,"Actinopterygii","Parapercis ramsayi",1,1,"Bare Island"
"Bare Island",-33.99,151.23,2011-03-24,6,1,"Actinopterygii","Parma microlepis",2,1,"Bare Island"
"Bare Island",-33.99,151.23,2011-03-24,6,1,"Actinopterygii","Trachinops taeniatus",5,1,"Bare Island"
"Bare Island",-33.99,151.23,2011-03-24,6,1,"Actinopterygii","Upeneichthys lineatus",7,1,"Bare Island"
"Bare Island",-33.99,151.23,2011-03-24,6,1,"Actinopterygii","Upeneus tragula",13,1,"Bare Island"
"Bare Island",-33.99,151.23,2011-03-24,6,2,"Actinopterygii","Achoerodus viridis",2,1,"Bare Island"
"Bare Island",-33.99,151.23,2011-03-24,6,2,"Actinopterygii","Ostorhinchus limenus",9,1,"Bare Island"
"Bare Island",-33.99,151.23,2011-03-24,6,2,"Actinopterygii","Atypichthys strigatus",55,1,"Bare Island"
"Bare Island",-33.99,151.23,2011-03-24,6,2,"Actinopterygii","Cheilodactylus fuscus",3,1,"Bare Island"
"Bare Island",-33.99,151.23,2011-03-24,6,2,"Actinopterygii","Chrysophrys auratus",5,1,"Bare Island"
"Bare Island",-33.99,151.23,2011-03-24,6,2,"Actinopterygii","Enoplosus armatus",1,1,"Bare Island"
"Bare Island",-33.99,151.23,2011-03-24,6,2,"Actinopterygii","Eupetrichthys angustipes",2,1,"Bare Island"
"Bare Island",-33.99,151.23,2011-03-24,6,2,"Actinopterygii","Gerres subfasciatus",5,1,"Bare Island"
"Bare Island",-33.99,151.23,2011-03-24,6,2,"Actinopterygii","Hypoplectrodes maccullochi",1,1,"Bare Island"
"Bare Island",-33.99,151.23,2011-03-24,6,2,"Actinopterygii","Meuschenia trachylepis",1,1,"Bare Island"
"Bare Island",-33.99,151.23,2011-03-24,6,2,"Actinopterygii","Notolabrus gymnogenis",1,1,"Bare Island"
"Bare Island",-33.99,151.23,2011-03-24,6,2,"Actinopterygii","Ophthalmolepis lineolata",3,1,"Bare Island"
"Bare Island",-33.99,151.23,2011-03-24,6,2,"Actinopterygii","Parma microlepis",3,1,"Bare Island"
"Bare Island",-33.99,151.23,2011-03-24,6,2,"Actinopterygii","Pempheris compressa",1,1,"Bare Island"
"Bare Island",-33.99,151.23,2011-03-24,6,2,"Actinopterygii","Rhabdosargus sarba",3,1,"Bare Island"
"Bare Island",-33.99,151.23,2011-03-24,6,2,"Actinopterygii","Trachinops taeniatus",40,1,"Bare Island"
"Bare Island",-33.99,151.23,2011-03-24,6,2,"Actinopterygii","Trachurus novaezelandiae",1,1,"Bare Island"
"Bare Island",-33.99,151.23,2011-03-24,6,2,"Actinopterygii","Upeneichthys lineatus",3,1,"Bare Island"
"Bare Island",-33.99,151.23,2015-03-16,6,1,"Actinopterygii","Achoerodus viridis",2,1,"Bare Island"
"Bare Island",-33.99,151.23,2015-03-16,6,2,"Actinopterygii","Ostorhinchus limenus",2,1,"Bare Island"
"Bare Island",-33.99,151.23,2015-03-16,6,2,"Actinopterygii","Atypichthys strigatus",2,1,"Bare Island"
"Bare Island",-33.99,151.23,2015-03-16,6,2,"Actinopterygii","Cheilodactylus fuscus",2,1,"Bare Island"
"Bare Island",-33.99,151.23,2015-03-16,6,1,"Actinopterygii","Chrysophrys auratus",4,1,"Bare Island"
"Bare Island",-33.99,151.23,2015-03-16,6,2,"Actinopterygii","Cnidoglanis macrocephalus",2,1,"Bare Island"
"Bare Island",-33.99,151.23,2015-03-16,6,2,"Actinopterygii","Enoplosus armatus",12,1,"Bare Island"
"Bare Island",-33.99,151.23,2015-03-16,6,1,"Actinopterygii","Eubalichthys bucephalus",2,1,"Bare Island"
"Bare Island",-33.99,151.23,2015-03-16,6,2,"Actinopterygii","Eupetrichthys angustipes",2,1,"Bare Island"
"Bare Island",-33.99,151.23,2015-03-16,6,2,"Actinopterygii","Gerres subfasciatus",2,1,"Bare Island"
"Bare Island",-33.99,151.23,2015-03-16,6,1,"Actinopterygii","Hypoplectrodes maccullochi",8,1,"Bare Island"
"Bare Island",-33.99,151.23,2015-03-16,6,2,"Actinopterygii","Hypoplectrodes maccullochi",4,1,"Bare Island"
"Bare Island",-33.99,151.23,2015-03-16,6,1,"Actinopterygii","Latropiscis purpurissatus",2,1,"Bare Island"
"Bare Island",-33.99,151.23,2015-03-16,6,1,"Actinopterygii","Mecaenichthys immaculatus",2,1,"Bare Island"
"Bare Island",-33.99,151.23,2015-03-16,6,2,"Actinopterygii","Notolabrus gymnogenis",4,1,"Bare Island"
"Bare Island",-33.99,151.23,2015-03-16,6,1,"Actinopterygii","Ophthalmolepis lineolata",2,1,"Bare Island"
"Bare Island",-33.99,151.23,2015-03-16,6,2,"Actinopterygii","Ophthalmolepis lineolata",2,1,"Bare Island"
"Bare Island",-33.99,151.23,2015-03-16,6,1,"Actinopterygii","Parma microlepis",20,1,"Bare Island"
"Bare Island",-33.99,151.23,2015-03-16,6,2,"Actinopterygii","Parma microlepis",18,1,"Bare Island"
"Bare Island",-33.99,151.23,2015-03-16,6,1,"Actinopterygii","Parupeneus spilurus",4,1,"Bare Island"
"Bare Island",-33.99,151.23,2015-03-16,6,2,"Actinopterygii","Pempheris compressa",60,1,"Bare Island"
"Bare Island",-33.99,151.23,2015-03-16,6,2,"Actinopterygii","Scorpis lineolata",2,1,"Bare Island"
"Bare Island",-33.99,151.23,2015-03-16,6,1,"Actinopterygii","Trachinops taeniatus",200,1,"Bare Island"
"Bare Island",-33.99,151.23,2015-03-16,6,2,"Actinopterygii","Trachinops taeniatus",700,1,"Bare Island"
"Bare Island",-33.99,151.23,2015-03-16,6,1,"Actinopterygii","Upeneichthys lineatus",14,1,"Bare Island"
"Bare Island",-33.99,151.23,2015-03-16,4,1,"Actinopterygii","Achoerodus viridis",4,1,"Bare Island"
"Bare Island",-33.99,151.23,2015-03-16,4,1,"Actinopterygii","Chromis hypsilepis",2,1,"Bare Island"
"Bare Island",-33.99,151.23,2015-03-16,4,1,"Actinopterygii","Enoplosus armatus",14,1,"Bare Island"
"Bare Island",-33.99,151.23,2015-03-16,4,1,"Actinopterygii","Ophthalmolepis lineolata",2,1,"Bare Island"
"Bare Island",-33.99,151.23,2015-03-16,4,1,"Actinopterygii","Parma microlepis",22,1,"Bare Island"
"Bare Island",-33.99,151.23,2015-03-16,4,1,"Actinopterygii","Pempheris analis",44,1,"Bare Island"
"Bare Island",-33.99,151.23,2015-03-16,4,1,"Actinopterygii","Scorpis lineolata",2,1,"Bare Island"
"Bare Island",-33.99,151.23,2015-03-16,4,1,"Actinopterygii","Trachinops taeniatus",870,1,"Bare Island"
"Bare Island",-33.99,151.23,2015-03-16,4,1,"Actinopterygii","Zanclus cornutus",2,1,"Bare Island"
"Bare Island",-33.99,151.23,2015-03-16,4,2,"Actinopterygii","Achoerodus viridis",2,1,"Bare Island"
"Bare Island",-33.99,151.23,2015-03-16,4,2,"Actinopterygii","Cheilodactylus fuscus",2,1,"Bare Island"
"Bare Island",-33.99,151.23,2015-03-16,4,2,"Actinopterygii","Cheilodactylus vestitus",2,1,"Bare Island"
"Bare Island",-33.99,151.23,2015-03-16,4,2,"Actinopterygii","Chromis hypsilepis",2,1,"Bare Island"
"Bare Island",-33.99,151.23,2015-03-16,4,2,"Actinopterygii","Enoplosus armatus",26,1,"Bare Island"
"Bare Island",-33.99,151.23,2015-03-16,4,2,"Actinopterygii","Hypoplectrodes maccullochi",2,1,"Bare Island"
"Bare Island",-33.99,151.23,2015-03-16,4,2,"Actinopterygii","Latropiscis purpurissatus",4,1,"Bare Island"
"Bare Island",-33.99,151.23,2015-03-16,4,2,"Actinopterygii","Microcanthus strigatus",2,1,"Bare Island"
"Bare Island",-33.99,151.23,2015-03-16,4,2,"Actinopterygii","Ophthalmolepis lineolata",2,1,"Bare Island"
"Bare Island",-33.99,151.23,2015-03-16,4,2,"Actinopterygii","Parma microlepis",30,1,"Bare Island"
"Bare Island",-33.99,151.23,2015-03-16,4,2,"Actinopterygii","Pempheris affinis",60,1,"Bare Island"
"Bare Island",-33.99,151.23,2015-03-16,4,2,"Actinopterygii","Pempheris compressa",40,1,"Bare Island"
"Bare Island",-33.99,151.23,2015-03-16,4,2,"Actinopterygii","Rhabdosargus sarba",2,1,"Bare Island"
"Bare Island",-33.99,151.23,2015-03-16,4,2,"Actinopterygii","Schuettea scalaripinnis",2,1,"Bare Island"
"Bare Island",-33.99,151.23,2015-03-16,4,2,"Actinopterygii","Scorpis lineolata",18,1,"Bare Island"
"Bare Island",-33.99,151.23,2015-03-16,4,2,"Actinopterygii","Trachinops taeniatus",560,1,"Bare Island"
"Bare Island",-33.99,151.23,2015-03-16,4,2,"Actinopterygii","Zanclus cornutus",2,1,"Bare Island"
"Bare Island",-33.99,151.23,2016-01-29,3,2,"Actinopterygii","Aplodactylus lophodon",4,1,"Bare Island"
"Bare Island",-33.99,151.23,2016-01-29,3,1,"Actinopterygii","Ostorhinchus limenus",3,1,"Bare Island"
"Bare Island",-33.99,151.23,2016-01-29,3,1,"Actinopterygii","Atypichthys strigatus",175,1,"Bare Island"
"Bare Island",-33.99,151.23,2016-01-29,3,2,"Actinopterygii","Atypichthys strigatus",300,1,"Bare Island"
"Bare Island",-33.99,151.23,2016-01-29,3,2,"Actinopterygii","Cheilodactylus fuscus",3,1,"Bare Island"
"Bare Island",-33.99,151.23,2016-01-29,3,1,"Actinopterygii","Cheilodactylus vestitus",2,1,"Bare Island"
"Bare Island",-33.99,151.23,2016-01-29,3,1,"Actinopterygii","Chrysophrys auratus",3,1,"Bare Island"
"Bare Island",-33.99,151.23,2016-01-29,3,2,"Actinopterygii","Chrysophrys auratus",1,1,"Bare Island"
"Bare Island",-33.99,151.23,2016-01-29,3,2,"Actinopterygii","Dinolestes lewini",1,1,"Bare Island"
"Bare Island",-33.99,151.23,2016-01-29,3,1,"Actinopterygii","Enoplosus armatus",23,1,"Bare Island"
"Bare Island",-33.99,151.23,2016-01-29,3,2,"Actinopterygii","Enoplosus armatus",10,1,"Bare Island"
"Bare Island",-33.99,151.23,2016-01-29,3,1,"Actinopterygii","Gerres subfasciatus",14,1,"Bare Island"
"Bare Island",-33.99,151.23,2016-01-29,3,2,"Actinopterygii","Gerres subfasciatus",9,1,"Bare Island"
"Bare Island",-33.99,151.23,2016-01-29,3,2,"Actinopterygii","Girella tricuspidata",10,1,"Bare Island"
"Bare Island",-33.99,151.23,2016-01-29,3,1,"Elasmobranchii","Hypnos monopterygius",1,1,"Bare Island"
"Bare Island",-33.99,151.23,2016-01-29,3,2,"Actinopterygii","Hypoplectrodes maccullochi",1,1,"Bare Island"
"Bare Island",-33.99,151.23,2016-01-29,3,1,"Actinopterygii","Mecaenichthys immaculatus",2,1,"Bare Island"
"Bare Island",-33.99,151.23,2016-01-29,3,2,"Actinopterygii","Microcanthus strigatus",2,1,"Bare Island"
"Bare Island",-33.99,151.23,2016-01-29,3,1,"Actinopterygii","Notolabrus gymnogenis",5,1,"Bare Island"
"Bare Island",-33.99,151.23,2016-01-29,3,2,"Actinopterygii","Notolabrus gymnogenis",4,1,"Bare Island"
"Bare Island",-33.99,151.23,2016-01-29,3,1,"Actinopterygii","Parma microlepis",1,1,"Bare Island"
"Bare Island",-33.99,151.23,2016-01-29,3,2,"Actinopterygii","Parma microlepis",2,1,"Bare Island"
"Bare Island",-33.99,151.23,2016-01-29,3,1,"Actinopterygii","Pempheris affinis",60,1,"Bare Island"
"Bare Island",-33.99,151.23,2016-01-29,3,1,"Actinopterygii","Pempheris compressa",45,1,"Bare Island"
"Bare Island",-33.99,151.23,2016-01-29,3,2,"Actinopterygii","Pempheris compressa",35,1,"Bare Island"
"Bare Island",-33.99,151.23,2016-01-29,3,1,"Actinopterygii","Pictilabrus laticlavius",2,1,"Bare Island"
"Bare Island",-33.99,151.23,2016-01-29,3,2,"Actinopterygii","Pictilabrus laticlavius",1,1,"Bare Island"
"Bare Island",-33.99,151.23,2016-01-29,3,1,"Actinopterygii","Schuettea scalaripinnis",140,1,"Bare Island"
"Bare Island",-33.99,151.23,2016-01-29,3,2,"Actinopterygii","Schuettea scalaripinnis",120,1,"Bare Island"
"Bare Island",-33.99,151.23,2016-01-29,3,2,"Actinopterygii","Scorpis lineolata",1,1,"Bare Island"
"Bare Island",-33.99,151.23,2016-01-29,3,1,"Actinopterygii","Trachinops taeniatus",380,1,"Bare Island"
"Bare Island",-33.99,151.23,2016-01-29,3,2,"Actinopterygii","Trachinops taeniatus",500,1,"Bare Island"
"Bare Island",-33.99,151.23,2016-01-29,3,1,"Actinopterygii","Upeneus australiae",5,1,"Bare Island"
"Bare Island",-33.99,151.23,2016-01-29,5,1,"Actinopterygii","Atypichthys strigatus",1,1,"Bare Island"
"Bare Island",-33.99,151.23,2016-01-29,5,2,"Actinopterygii","Atypichthys strigatus",5,1,"Bare Island"
"Bare Island",-33.99,151.23,2016-01-29,5,1,"Actinopterygii","Cheilodactylus vestitus",1,1,"Bare Island"
"Bare Island",-33.99,151.23,2016-01-29,5,1,"Actinopterygii","Chrysophrys auratus",4,1,"Bare Island"
"Bare Island",-33.99,151.23,2016-01-29,5,1,"Actinopterygii","Gerres subfasciatus",1,1,"Bare Island"
"Bare Island",-33.99,151.23,2016-01-29,5,2,"Actinopterygii","Latropiscis purpurissatus",1,1,"Bare Island"
"Bare Island",-33.99,151.23,2016-01-29,5,2,"Actinopterygii","Mecaenichthys immaculatus",1,1,"Bare Island"
"Bare Island",-33.99,151.23,2016-01-29,5,2,"Actinopterygii","Microcanthus strigatus",2,1,"Bare Island"
"Bare Island",-33.99,151.23,2016-01-29,5,2,"Actinopterygii","Ophthalmolepis lineolata",1,1,"Bare Island"
"Bare Island",-33.99,151.23,2016-01-29,5,1,"Actinopterygii","Parma microlepis",7,1,"Bare Island"
"Bare Island",-33.99,151.23,2016-01-29,5,2,"Actinopterygii","Parma microlepis",7,1,"Bare Island"
"Bare Island",-33.99,151.23,2016-01-29,5,1,"Actinopterygii","Parupeneus spilurus",2,1,"Bare Island"
"Bare Island",-33.99,151.23,2016-01-29,5,2,"Actinopterygii","Parupeneus spilurus",4,1,"Bare Island"
"Bare Island",-33.99,151.23,2016-01-29,5,1,"Actinopterygii","Pempheris compressa",45,1,"Bare Island"
"Bare Island",-33.99,151.23,2016-01-29,5,2,"Actinopterygii","Pempheris compressa",42,1,"Bare Island"
"Bare Island",-33.99,151.23,2016-01-29,5,2,"Actinopterygii","Pseudolabrus guentheri",1,1,"Bare Island"
"Bare Island",-33.99,151.23,2016-01-29,5,1,"Actinopterygii","Trachinops taeniatus",55,1,"Bare Island"
"Bare Island",-33.99,151.23,2016-01-29,5,2,"Actinopterygii","Trachinops taeniatus",90,1,"Bare Island"
"Bare Island",-33.99,151.23,2017-03-29,5,2,"Actinopterygii","Acanthaluteres vittiger",2,1,"Bare Island"
"Bare Island",-33.99,151.23,2017-03-29,5,1,"Actinopterygii","Acanthopagrus australis",2,1,"Bare Island"
"Bare Island",-33.99,151.23,2017-03-29,5,2,"Actinopterygii","Acanthopagrus australis",41,1,"Bare Island"
"Bare Island",-33.99,151.23,2017-03-29,5,1,"Actinopterygii","Achoerodus viridis",1,1,"Bare Island"
"Bare Island",-33.99,151.23,2017-03-29,5,2,"Actinopterygii","Achoerodus viridis",1,1,"Bare Island"
"Bare Island",-33.99,151.23,2017-03-29,5,1,"Actinopterygii","Atypichthys strigatus",2,1,"Bare Island"
"Bare Island",-33.99,151.23,2017-03-29,5,2,"Actinopterygii","Atypichthys strigatus",5,1,"Bare Island"
"Bare Island",-33.99,151.23,2017-03-29,5,1,"Actinopterygii","Cheilodactylus fuscus",1,1,"Bare Island"
"Bare Island",-33.99,151.23,2017-03-29,5,2,"Actinopterygii","Cheilodactylus fuscus",1,1,"Bare Island"
"Bare Island",-33.99,151.23,2017-03-29,5,1,"Actinopterygii","Cheilodactylus vestitus",1,1,"Bare Island"
"Bare Island",-33.99,151.23,2017-03-29,5,2,"Actinopterygii","Cheilodactylus vestitus",1,1,"Bare Island"
"Bare Island",-33.99,151.23,2017-03-29,5,1,"Actinopterygii","Chrysophrys auratus",2,1,"Bare Island"
"Bare Island",-33.99,151.23,2017-03-29,5,1,"Actinopterygii","Enoplosus armatus",20,1,"Bare Island"
"Bare Island",-33.99,151.23,2017-03-29,5,2,"Actinopterygii","Enoplosus armatus",32,1,"Bare Island"
"Bare Island",-33.99,151.23,2017-03-29,5,2,"Actinopterygii","Fistularia commersonii",2,1,"Bare Island"
"Bare Island",-33.99,151.23,2017-03-29,5,1,"Actinopterygii","Gerres subfasciatus",2,1,"Bare Island"
"Bare Island",-33.99,151.23,2017-03-29,5,2,"Actinopterygii","Gerres subfasciatus",2,1,"Bare Island"
"Bare Island",-33.99,151.23,2017-03-29,5,2,"Actinopterygii","Hypoplectrodes maccullochi",1,1,"Bare Island"
"Bare Island",-33.99,151.23,2017-03-29,5,2,"Actinopterygii","Latropiscis purpurissatus",1,1,"Bare Island"
"Bare Island",-33.99,151.23,2017-03-29,5,1,"Actinopterygii","Mecaenichthys immaculatus",3,1,"Bare Island"
"Bare Island",-33.99,151.23,2017-03-29,5,2,"Actinopterygii","Meuschenia trachylepis",5,1,"Bare Island"
"Bare Island",-33.99,151.23,2017-03-29,5,2,"Actinopterygii","Microcanthus strigatus",2,1,"Bare Island"
"Bare Island",-33.99,151.23,2017-03-29,5,1,"Actinopterygii","Notolabrus gymnogenis",1,1,"Bare Island"
"Bare Island",-33.99,151.23,2017-03-29,5,2,"Actinopterygii","Notolabrus gymnogenis",4,1,"Bare Island"
"Bare Island",-33.99,151.23,2017-03-29,5,1,"Actinopterygii","Parma microlepis",6,1,"Bare Island"
"Bare Island",-33.99,151.23,2017-03-29,5,2,"Actinopterygii","Parma microlepis",5,1,"Bare Island"
"Bare Island",-33.99,151.23,2017-03-29,5,2,"Actinopterygii","Pempheris affinis",15,1,"Bare Island"
"Bare Island",-33.99,151.23,2017-03-29,5,2,"Actinopterygii","Pempheris compressa",30,1,"Bare Island"
"Bare Island",-33.99,151.23,2017-03-29,5,2,"Actinopterygii","Prionurus microlepidotus",1,1,"Bare Island"
"Bare Island",-33.99,151.23,2017-03-29,5,2,"Actinopterygii","Pseudocaranx georgianus",2,1,"Bare Island"
"Bare Island",-33.99,151.23,2017-03-29,5,2,"Actinopterygii","Schuettea scalaripinnis",110,1,"Bare Island"
"Bare Island",-33.99,151.23,2017-03-29,5,2,"Actinopterygii","Scorpis lineolata",1,1,"Bare Island"
"Bare Island",-33.99,151.23,2017-03-29,5,1,"Actinopterygii","Trachinops taeniatus",50,1,"Bare Island"
"Bare Island",-33.99,151.23,2017-03-29,5,2,"Actinopterygii","Trachinops taeniatus",60,1,"Bare Island"
"Bare Island",-33.99,151.23,2017-03-29,5,1,"Actinopterygii","Upeneichthys lineatus",1,1,"Bare Island"
"Bare Island",-33.99,151.23,2017-03-29,7,2,"Actinopterygii","Acanthopagrus australis",10,1,"Bare Island"
"Bare Island",-33.99,151.23,2017-03-29,7,1,"Actinopterygii","Ostorhinchus limenus",5,1,"Bare Island"
"Bare Island",-33.99,151.23,2017-03-29,7,2,"Actinopterygii","Ostorhinchus limenus",4,1,"Bare Island"
"Bare Island",-33.99,151.23,2017-03-29,7,1,"Actinopterygii","Atypichthys strigatus",1,1,"Bare Island"
"Bare Island",-33.99,151.23,2017-03-29,7,2,"Actinopterygii","Cheilodactylus fuscus",1,1,"Bare Island"
"Bare Island",-33.99,151.23,2017-03-29,7,1,"Actinopterygii","Chrysophrys auratus",3,1,"Bare Island"
"Bare Island",-33.99,151.23,2017-03-29,7,2,"Actinopterygii","Chrysophrys auratus",1,1,"Bare Island"
"Bare Island",-33.99,151.23,2017-03-29,7,2,"Actinopterygii","Enoplosus armatus",20,1,"Bare Island"
"Bare Island",-33.99,151.23,2017-03-29,7,1,"Actinopterygii","Gerres subfasciatus",1,1,"Bare Island"
"Bare Island",-33.99,151.23,2017-03-29,7,2,"Actinopterygii","Gerres subfasciatus",5,1,"Bare Island"
"Bare Island",-33.99,151.23,2017-03-29,7,1,"Actinopterygii","Hypoplectrodes maccullochi",4,1,"Bare Island"
"Bare Island",-33.99,151.23,2017-03-29,7,2,"Actinopterygii","Hypoplectrodes maccullochi",2,1,"Bare Island"
"Bare Island",-33.99,151.23,2017-03-29,7,1,"Actinopterygii","Mecaenichthys immaculatus",2,1,"Bare Island"
"Bare Island",-33.99,151.23,2017-03-29,7,2,"Actinopterygii","Mecaenichthys immaculatus",3,1,"Bare Island"
"Bare Island",-33.99,151.23,2017-03-29,7,1,"Actinopterygii","Notolabrus gymnogenis",1,1,"Bare Island"
"Bare Island",-33.99,151.23,2017-03-29,7,2,"Actinopterygii","Notolabrus gymnogenis",2,1,"Bare Island"
"Bare Island",-33.99,151.23,2017-03-29,7,1,"Actinopterygii","Ophthalmolepis lineolata",2,1,"Bare Island"
"Bare Island",-33.99,151.23,2017-03-29,7,1,"Actinopterygii","Parma microlepis",6,1,"Bare Island"
"Bare Island",-33.99,151.23,2017-03-29,7,2,"Actinopterygii","Parma microlepis",6,1,"Bare Island"
"Bare Island",-33.99,151.23,2017-03-29,7,1,"Actinopterygii","Parupeneus spilurus",1,1,"Bare Island"
"Bare Island",-33.99,151.23,2017-03-29,7,1,"Actinopterygii","Pempheris compressa",1,1,"Bare Island"
"Bare Island",-33.99,151.23,2017-03-29,7,2,"Actinopterygii","Prionurus microlepidotus",1,1,"Bare Island"
"Bare Island",-33.99,151.23,2017-03-29,7,2,"Actinopterygii","Pseudocaranx georgianus",10,1,"Bare Island"
