"Site_Orig","Lat","Long","Date","Depth","Block","Class","Species","Total","Pres","Site"
"Camp Cove middle reef",-33.84,151.28,2013-05-31,5.1,2,"Actinopterygii","Parapercis ramsayi",3,1,"Camp Cove"
"Camp Cove middle reef",-33.84,151.28,2013-05-31,5.1,2,"Actinopterygii","Scorpaena jacksoniensis",1,1,"Camp Cove"
"Camp Cove middle reef",-33.84,151.28,2013-05-31,5.1,2,"Actinopterygii","Synodus variegatus",1,1,"Camp Cove"
"Camp Cove middle reef",-33.84,151.28,2015-11-27,4,1,"Actinopterygii","Ostorhinchus limenus",52,1,"Camp Cove"
"Camp Cove middle reef",-33.84,151.28,2015-11-27,4,2,"Actinopterygii","Ostorhinchus limenus",47,1,"Camp Cove"
"Camp Cove middle reef",-33.84,151.28,2015-11-27,4,1,"Actinopterygii","Hypoplectrodes maccullochi",1,1,"Camp Cove"
"Camp Cove middle reef",-33.84,151.28,2015-11-27,4,2,"Actinopterygii","Hypoplectrodes maccullochi",2,1,"Camp Cove"
"Camp Cove middle reef",-33.84,151.28,2015-11-27,4,1,"Actinopterygii","Istigobius hoesei",1,1,"Camp Cove"
"Camp Cove middle reef",-33.84,151.28,2015-11-27,4,1,"Actinopterygii","Parapercis ramsayi",1,1,"Camp Cove"
"Camp Cove middle reef",-33.84,151.28,2015-11-27,5,1,"Actinopterygii","Ostorhinchus limenus",10,1,"Camp Cove"
"Camp Cove middle reef",-33.84,151.28,2015-11-27,5,2,"Actinopterygii","Ostorhinchus limenus",4,1,"Camp Cove"
"Camp Cove middle reef",-33.84,151.28,2015-11-27,5,2,"Actinopterygii","Hypoplectrodes maccullochi",1,1,"Camp Cove"
"Camp Cove middle reef",-33.84,151.28,2015-11-27,5,1,"Actinopterygii","Istigobius hoesei",1,1,"Camp Cove"
"Camp Cove middle reef",-33.84,151.28,2015-11-27,5,1,"Actinopterygii","Parapercis ramsayi",1,1,"Camp Cove"
"Camp Cove middle reef",-33.84,151.28,2015-11-27,5,1,"Actinopterygii","Scorpaena jacksoniensis",1,1,"Camp Cove"
"Camp Cove middle reef",-33.84,151.28,2014-12-19,5,1,"Actinopterygii","Enneapterygius atrogulare",1,1,"Camp Cove"
"Camp Cove middle reef",-33.84,151.28,2014-12-19,5,1,"Actinopterygii","Istigobius hoesei",5,1,"Camp Cove"
"Camp Cove middle reef",-33.84,151.28,2014-12-19,5,1,"Actinopterygii","Parapercis ramsayi",1,1,"Camp Cove"
"Camp Cove middle reef",-33.84,151.28,2014-12-19,5,1,"Actinopterygii","Scorpaena jacksoniensis",1,1,"Camp Cove"
"Camp Cove middle reef",-33.84,151.28,2016-03-18,4,1,"Actinopterygii","Ostorhinchus limenus",32,1,"Camp Cove"
"Camp Cove middle reef",-33.84,151.28,2016-03-18,4,2,"Actinopterygii","Ostorhinchus limenus",51,1,"Camp Cove"
"Camp Cove middle reef",-33.84,151.28,2016-03-18,4,1,"Actinopterygii","Enneapterygius atrogulare",1,1,"Camp Cove"
"Camp Cove middle reef",-33.84,151.28,2016-03-18,4,2,"Actinopterygii","Enneapterygius atrogulare",2,1,"Camp Cove"
"Camp Cove middle reef",-33.84,151.28,2016-03-18,4,1,"Actinopterygii","Gymnothorax prasinus",1,1,"Camp Cove"
"Camp Cove middle reef",-33.84,151.28,2016-03-18,4,1,"Actinopterygii","Hypoplectrodes maccullochi",2,1,"Camp Cove"
"Camp Cove middle reef",-33.84,151.28,2016-03-18,4,1,"Actinopterygii","Istigobius hoesei",2,1,"Camp Cove"
"Camp Cove middle reef",-33.84,151.28,2016-03-18,4,1,"Actinopterygii","Parapercis ramsayi",1,1,"Camp Cove"
"Camp Cove middle reef",-33.84,151.28,2016-03-18,4,2,"Actinopterygii","Parapercis ramsayi",1,1,"Camp Cove"
"Camp Cove middle reef",-33.84,151.28,2016-03-18,4,1,"Actinopterygii","Scorpaena jacksoniensis",2,1,"Camp Cove"
"Camp Cove middle reef",-33.84,151.28,2016-03-18,4,2,"Actinopterygii","Scorpaena jacksoniensis",2,1,"Camp Cove"
"Camp Cove middle reef",-33.84,151.28,2016-03-18,5,2,"Actinopterygii","Aploactisoma milesii",1,1,"Camp Cove"
"Camp Cove middle reef",-33.84,151.28,2016-03-18,5,1,"Actinopterygii","Ostorhinchus limenus",35,1,"Camp Cove"
"Camp Cove middle reef",-33.84,151.28,2016-03-18,5,2,"Actinopterygii","Ostorhinchus limenus",12,1,"Camp Cove"
"Camp Cove middle reef",-33.84,151.28,2016-03-18,5,2,"Actinopterygii","Istigobius hoesei",1,1,"Camp Cove"
"Camp Cove middle reef",-33.84,151.28,2016-03-18,5,1,"Actinopterygii","Parapercis ramsayi",1,1,"Camp Cove"
"Camp Cove middle reef",-33.84,151.28,2016-03-18,5,1,"Actinopterygii","Scorpaena jacksoniensis",1,1,"Camp Cove"
"Camp Cove middle reef",-33.84,151.28,2014-04-11,5,2,"Actinopterygii","Ostorhinchus limenus",51,1,"Camp Cove"
"Camp Cove middle reef",-33.84,151.28,2014-04-11,5,2,"Actinopterygii","Hypoplectrodes maccullochi",1,1,"Camp Cove"
"Camp Cove middle reef",-33.84,151.28,2014-04-11,5,2,"Actinopterygii","Istigobius hoesei",2,1,"Camp Cove"
"Camp Cove middle reef",-33.84,151.28,2014-04-11,5,2,"Actinopterygii","Synodus variegatus",1,1,"Camp Cove"
"Camp Cove middle reef",-33.84,151.28,2014-04-11,5,1,"Actinopterygii","Ostorhinchus limenus",7,1,"Camp Cove"
"Camp Cove middle reef",-33.84,151.28,2014-04-11,5,1,"Actinopterygii","Istigobius hoesei",7,1,"Camp Cove"
"Camp Cove middle reef",-33.84,151.28,2014-04-11,5,1,"Actinopterygii","Parapercis ramsayi",2,1,"Camp Cove"
"Camp Cove middle reef",-33.84,151.28,2014-04-11,5,1,"Actinopterygii","Scorpaena jacksoniensis",1,1,"Camp Cove"
"Camp Cove middle reef",-33.84,151.28,2014-04-11,5,1,"Actinopterygii","Synodus variegatus",1,1,"Camp Cove"
"Camp Cove middle reef",-33.84,151.28,2017-03-20,4,1,"Actinopterygii","Ostorhinchus limenus",10,1,"Camp Cove"
"Camp Cove middle reef",-33.84,151.28,2017-03-20,4,2,"Actinopterygii","Ostorhinchus limenus",50,1,"Camp Cove"
"Camp Cove middle reef",-33.84,151.28,2017-03-20,4,1,"Actinopterygii","Cochleoceps orientalis",1,1,"Camp Cove"
"Camp Cove middle reef",-33.84,151.28,2017-03-20,4,1,"Actinopterygii","Enneapterygius atrogulare",1,1,"Camp Cove"
"Camp Cove middle reef",-33.84,151.28,2017-03-20,4,1,"Actinopterygii","Hypoplectrodes maccullochi",1,1,"Camp Cove"
"Camp Cove middle reef",-33.84,151.28,2017-03-20,4,1,"Actinopterygii","Istigobius hoesei",1,1,"Camp Cove"
"Camp Cove middle reef",-33.84,151.28,2017-03-20,4,1,"Actinopterygii","Parapercis ramsayi",1,1,"Camp Cove"
"Camp Cove middle reef",-33.84,151.28,2017-03-20,4,2,"Actinopterygii","Parapercis ramsayi",1,1,"Camp Cove"
"Camp Cove middle reef",-33.84,151.28,2017-03-20,4,1,"Actinopterygii","Synodus dermatogenys",1,1,"Camp Cove"
"Camp Cove middle reef",-33.84,151.28,2017-03-20,4,1,"Actinopterygii","Trinorfolkia clarkei",1,1,"Camp Cove"
"Camp Cove middle reef",-33.84,151.28,2018-03-15,5,1,"Actinopterygii","Ostorhinchus limenus",36,1,"Camp Cove"
"Camp Cove middle reef",-33.84,151.28,2018-03-15,5,2,"Actinopterygii","Ostorhinchus limenus",37,1,"Camp Cove"
"Camp Cove middle reef",-33.84,151.28,2018-03-15,5,1,"Actinopterygii","Festucalex cinctus",1,1,"Camp Cove"
"Camp Cove middle reef",-33.84,151.28,2018-03-15,5,2,"Actinopterygii","Filicampus tigris",1,1,"Camp Cove"
"Camp Cove middle reef",-33.84,151.28,2018-03-15,5,2,"Actinopterygii","Hypoplectrodes maccullochi",1,1,"Camp Cove"
"Camp Cove middle reef",-33.84,151.28,2018-03-15,5,1,"Actinopterygii","Istigobius hoesei",5,1,"Camp Cove"
"Camp Cove middle reef",-33.84,151.28,2018-03-15,5,1,"Actinopterygii","Parapercis ramsayi",1,1,"Camp Cove"
"Camp Cove middle reef",-33.84,151.28,2018-03-15,5,2,"Actinopterygii","Plotosus lineatus",150,1,"Camp Cove"
"Camp Cove middle reef",-33.84,151.28,2018-03-15,5,1,"Actinopterygii","Scorpaena jacksoniensis",2,1,"Camp Cove"
"Camp Cove middle reef",-33.84,151.28,2018-03-15,5,2,"Actinopterygii","Synodus variegatus",2,1,"Camp Cove"
"Camp Cove middle reef",-33.84,151.28,2018-03-27,4,1,"Actinopterygii","Ostorhinchus limenus",46,1,"Camp Cove"
"Camp Cove middle reef",-33.84,151.28,2018-03-27,4,2,"Actinopterygii","Ostorhinchus limenus",61,1,"Camp Cove"
"Camp Cove middle reef",-33.84,151.28,2018-03-27,4,1,"Actinopterygii","Batrachomoeus dubius",1,1,"Camp Cove"
"Camp Cove middle reef",-33.84,151.28,2018-03-27,4,2,"Actinopterygii","Hypoplectrodes maccullochi",1,1,"Camp Cove"
"Camp Cove middle reef",-33.84,151.28,2018-03-27,4,1,"Actinopterygii","Istigobius hoesei",25,1,"Camp Cove"
"Camp Cove middle reef",-33.84,151.28,2018-03-27,4,2,"Actinopterygii","Istigobius hoesei",45,1,"Camp Cove"
"Camp Cove middle reef",-33.84,151.28,2018-03-27,4,2,"Actinopterygii","Parapercis ramsayi",3,1,"Camp Cove"
"Camp Cove middle reef",-33.84,151.28,2018-03-27,4,2,"Actinopterygii","Scorpaena jacksoniensis",3,1,"Camp Cove"
"Camp Cove middle reef",-33.84,151.28,2018-03-27,4,2,"Actinopterygii","Synodus variegatus",3,1,"Camp Cove"
"Camp Cove middle reef",-33.84,151.28,2018-03-27,4,2,"Actinopterygii","Vincentia novaehollandiae",2,1,"Camp Cove"
"Camp Cove middle reef",-33.84,151.28,2017-12-04,4,1,"Actinopterygii","Ostorhinchus limenus",44,1,"Camp Cove"
"Camp Cove middle reef",-33.84,151.28,2017-12-04,4,2,"Actinopterygii","Ostorhinchus limenus",32,1,"Camp Cove"
"Camp Cove middle reef",-33.84,151.28,2017-12-04,4,1,"Actinopterygii","Enneapterygius atrogulare",1,1,"Camp Cove"
"Camp Cove middle reef",-33.84,151.28,2017-12-04,4,2,"Actinopterygii","Istigobius hoesei",1,1,"Camp Cove"
"Camp Cove middle reef",-33.84,151.28,2017-12-04,4,1,"Actinopterygii","Parapercis ramsayi",1,1,"Camp Cove"
"Camp Cove middle reef",-33.84,151.28,2017-12-04,4,2,"Actinopterygii","Parapercis ramsayi",1,1,"Camp Cove"
"Camp Cove middle reef",-33.84,151.28,2018-12-11,5,1,"Actinopterygii","Ostorhinchus limenus",24,1,"Camp Cove"
"Camp Cove middle reef",-33.84,151.28,2018-12-11,5,1,"Actinopterygii","Hypoplectrodes maccullochi",1,1,"Camp Cove"
"Camp Cove middle reef",-33.84,151.28,2018-12-11,5,1,"Actinopterygii","Istigobius hoesei",12,1,"Camp Cove"
"Camp Cove middle reef",-33.84,151.28,2018-12-11,5,1,"Actinopterygii","Scorpaena jacksoniensis",2,1,"Camp Cove"
"Camp Cove middle reef",-33.84,151.28,2018-12-11,5,2,"Actinopterygii","Ostorhinchus limenus",1,1,"Camp Cove"
"Camp Cove middle reef",-33.84,151.28,2018-12-11,5,2,"Actinopterygii","Enneapterygius atrogulare",8,1,"Camp Cove"
"Camp Cove middle reef",-33.84,151.28,2018-12-11,5,2,"Actinopterygii","Festucalex cinctus",1,1,"Camp Cove"
"Camp Cove middle reef",-33.84,151.28,2018-12-11,5,2,"Actinopterygii","Istigobius hoesei",4,1,"Camp Cove"
"Camp Cove middle reef",-33.84,151.28,2018-12-11,4,1,"Actinopterygii","Ostorhinchus limenus",30,1,"Camp Cove"
"Camp Cove middle reef",-33.84,151.28,2018-12-11,4,1,"Actinopterygii","Enneapterygius atrogulare",1,1,"Camp Cove"
"Camp Cove middle reef",-33.84,151.28,2018-12-11,4,1,"Actinopterygii","Hypoplectrodes maccullochi",1,1,"Camp Cove"
"Camp Cove middle reef",-33.84,151.28,2018-12-11,4,1,"Actinopterygii","Istigobius hoesei",8,1,"Camp Cove"
"Camp Cove middle reef",-33.84,151.28,2018-12-11,4,1,"Actinopterygii","Parapercis ramsayi",1,1,"Camp Cove"
"Camp Cove middle reef",-33.84,151.28,2018-12-11,4,2,"Actinopterygii","Ostorhinchus limenus",30,1,"Camp Cove"
"Camp Cove middle reef",-33.84,151.28,2018-12-11,4,2,"Actinopterygii","Aspasmogaster costata",2,1,"Camp Cove"
"Camp Cove middle reef",-33.84,151.28,2018-12-11,4,2,"Actinopterygii","Enneapterygius atrogulare",2,1,"Camp Cove"
"Camp Cove middle reef",-33.84,151.28,2018-12-11,4,2,"Actinopterygii","Eocallionymus papilio",1,1,"Camp Cove"
"Camp Cove middle reef",-33.84,151.28,2018-12-11,4,2,"Actinopterygii","Gymnothorax prasinus",1,1,"Camp Cove"
"Camp Cove middle reef",-33.84,151.28,2018-12-11,4,2,"Actinopterygii","Istigobius hoesei",15,1,"Camp Cove"
"Camp Cove middle reef",-33.84,151.28,2018-12-11,4,2,"Actinopterygii","Parapercis ramsayi",2,1,"Camp Cove"
"Camp Cove middle reef",-33.84,151.28,2018-12-11,4,2,"Actinopterygii","Scorpaena jacksoniensis",1,1,"Camp Cove"
"Camp Cove middle reef",-33.84,151.28,2016-03-18,4.1,2,"Actinopterygii","Ostorhinchus limenus",10,1,"Camp Cove"
"Camp Cove middle reef",-33.84,151.28,2016-03-18,4.1,2,"Actinopterygii","Hypoplectrodes maccullochi",1,1,"Camp Cove"
"Camp Cove middle reef",-33.84,151.28,2016-03-18,4.1,1,"Actinopterygii","Istigobius hoesei",4,1,"Camp Cove"
"Camp Cove middle reef",-33.84,151.28,2016-03-18,4.1,2,"Actinopterygii","Istigobius hoesei",3,1,"Camp Cove"
"Camp Cove middle reef",-33.84,151.28,2016-03-18,4.1,1,"Actinopterygii","Parapercis ramsayi",3,1,"Camp Cove"
"Camp Cove middle reef",-33.84,151.28,2016-03-18,4.1,1,"Actinopterygii","Plotosus lineatus",1,1,"Camp Cove"
"Camp Cove middle reef",-33.84,151.28,2016-03-18,4.1,1,"Actinopterygii","Synodus variegatus",1,1,"Camp Cove"
"Camp Cove NE",-33.84,151.28,2009-08-01,3.5,1,"Actinopterygii","Ostorhinchus limenus",11,1,"Camp Cove"
"Camp Cove NE",-33.84,151.28,2009-08-01,3.5,2,"Actinopterygii","Cochleoceps orientalis",1,1,"Camp Cove"
"Camp Cove NE",-33.84,151.28,2009-08-01,3.5,2,"Actinopterygii","Enneapterygius atrogulare",1,1,"Camp Cove"
"Camp Cove NE",-33.84,151.28,2009-08-01,3.5,1,"Actinopterygii","Parapercis ramsayi",1,1,"Camp Cove"
"Camp Cove NE",-33.84,151.28,2009-08-01,3.7,1,"Actinopterygii","Scorpaena jacksoniensis",1,1,"Camp Cove"
"Camp Cove NE",-33.84,151.28,2009-08-01,4.3,1,"Actinopterygii","Batrachomoeus dubius",1,1,"Camp Cove"
"Camp Cove NE",-33.84,151.28,2009-08-01,4.3,1,"Actinopterygii","Cochleoceps orientalis",1,1,"Camp Cove"
"Camp Cove NE",-33.84,151.28,2009-08-01,4.3,1,"Actinopterygii","Hypoplectrodes maccullochi",1,1,"Camp Cove"
"Camp Cove NE",-33.84,151.28,2009-08-01,4.3,1,"Actinopterygii","Parapercis ramsayi",1,1,"Camp Cove"
"Camp Cove NE",-33.84,151.28,2009-08-01,4.5,2,"Actinopterygii","Batrachomoeus dubius",1,1,"Camp Cove"
"Camp Cove NE",-33.84,151.28,2009-08-01,4.5,1,"Actinopterygii","Parapercis ramsayi",1,1,"Camp Cove"
"Camp Cove NE",-33.84,151.28,2009-08-01,4.5,2,"Actinopterygii","Trinorfolkia clarkei",1,1,"Camp Cove"
"Camp Cove NE",-33.84,151.28,2011-03-25,4,1,"Actinopterygii","Ostorhinchus limenus",3,1,"Camp Cove"
"Camp Cove NE",-33.84,151.28,2011-03-25,4,1,"Actinopterygii","Istigobius hoesei",1,1,"Camp Cove"
"Camp Cove NE",-33.84,151.28,2011-03-25,4,2,"Actinopterygii","Ostorhinchus limenus",4,1,"Camp Cove"
"Camp Cove NE",-33.84,151.28,2011-03-25,4,2,"Actinopterygii","Cnidoglanis macrocephalus",1,1,"Camp Cove"
"Camp Cove NE",-33.84,151.28,2011-03-25,4,2,"Actinopterygii","Istigobius hoesei",2,1,"Camp Cove"
"Camp Cove NE",-33.84,151.28,2011-03-25,5,1,"Actinopterygii","Ostorhinchus limenus",5,1,"Camp Cove"
"Camp Cove NE",-33.84,151.28,2011-03-25,5,1,"Actinopterygii","Parapercis ramsayi",1,1,"Camp Cove"
"Camp Cove NE",-33.84,151.28,2011-03-25,5,2,"Actinopterygii","Ostorhinchus limenus",27,1,"Camp Cove"
"Camp Cove NE",-33.84,151.28,2011-03-25,5,2,"Actinopterygii","Istigobius hoesei",4,1,"Camp Cove"
"Camp Cove NE",-33.84,151.28,2011-03-25,5,2,"Actinopterygii","Parapercis ramsayi",1,1,"Camp Cove"
"Camp Cove NE",-33.84,151.28,2012-03-17,4,1,"Actinopterygii","Ostorhinchus doederleini",3,1,"Camp Cove"
"Camp Cove NE",-33.84,151.28,2012-03-17,4,1,"Actinopterygii","Ostorhinchus limenus",2,1,"Camp Cove"
"Camp Cove NE",-33.84,151.28,2012-03-17,4,1,"Actinopterygii","Parapercis ramsayi",1,1,"Camp Cove"
"Camp Cove NE",-33.84,151.28,2012-03-17,4,1,"Actinopterygii","Synodus variegatus",1,1,"Camp Cove"
"Camp Cove NE",-33.84,151.28,2012-03-17,4,2,"Actinopterygii","Ostorhinchus limenus",22,1,"Camp Cove"
"Camp Cove NE",-33.84,151.28,2012-03-17,4,2,"Actinopterygii","Enneapterygius atrogulare",2,1,"Camp Cove"
"Camp Cove NE",-33.84,151.28,2012-03-17,4,2,"Actinopterygii","Hypoplectrodes maccullochi",3,1,"Camp Cove"
"Camp Cove NE",-33.84,151.28,2012-03-17,4,2,"Actinopterygii","Istigobius hoesei",3,1,"Camp Cove"
"Camp Cove NE",-33.84,151.28,2012-03-17,4,2,"Actinopterygii","Plagiotremus tapeinosoma",1,1,"Camp Cove"
"Camp Cove NE",-33.84,151.28,2012-03-17,5,1,"Actinopterygii","Ostorhinchus limenus",8,1,"Camp Cove"
"Camp Cove NE",-33.84,151.28,2012-03-17,5,1,"Actinopterygii","Cnidoglanis macrocephalus",1,1,"Camp Cove"
"Camp Cove NE",-33.84,151.28,2012-03-17,5,1,"Actinopterygii","Enneapterygius atrogulare",1,1,"Camp Cove"
"Camp Cove NE",-33.84,151.28,2012-03-17,5,1,"Actinopterygii","Gymnothorax prasinus",1,1,"Camp Cove"
"Camp Cove NE",-33.84,151.28,2012-03-17,5,1,"Actinopterygii","Hypoplectrodes maccullochi",1,1,"Camp Cove"
"Camp Cove NE",-33.84,151.28,2012-03-17,5,1,"Actinopterygii","Parapercis ramsayi",1,1,"Camp Cove"
"Camp Cove NE",-33.84,151.28,2012-03-17,5,2,"Actinopterygii","Ostorhinchus limenus",32,1,"Camp Cove"
"Camp Cove NE",-33.84,151.28,2012-03-17,5,2,"Actinopterygii","Aspasmogaster costata",1,1,"Camp Cove"
"Camp Cove NE",-33.84,151.28,2012-03-17,5,2,"Actinopterygii","Cirrhitichthys aprinus",1,1,"Camp Cove"
"Camp Cove NE",-33.84,151.28,2012-03-17,5,2,"Actinopterygii","Enneapterygius atrogulare",1,1,"Camp Cove"
"Camp Cove NE",-33.84,151.28,2012-03-17,5,2,"Actinopterygii","Scorpaena jacksoniensis",1,1,"Camp Cove"
"Camp Cove NE",-33.84,151.28,2012-03-17,5,2,"Actinopterygii","Synodus dermatogenys",1,1,"Camp Cove"
"Camp Cove NE",-33.84,151.28,2016-03-18,3,1,"Actinopterygii","Ostorhinchus limenus",20,1,"Camp Cove"
"Camp Cove NE",-33.84,151.28,2016-03-18,3,2,"Actinopterygii","Ostorhinchus limenus",15,1,"Camp Cove"
"Camp Cove NE",-33.84,151.28,2016-03-18,3,1,"Actinopterygii","Dicotylichthys punctulatus",1,1,"Camp Cove"
"Camp Cove NE",-33.84,151.28,2016-03-18,3,2,"Actinopterygii","Enneapterygius atrogulare",1,1,"Camp Cove"
"Camp Cove NE",-33.84,151.28,2016-03-18,3,2,"Actinopterygii","Istigobius hoesei",2,1,"Camp Cove"
"Camp Cove NE",-33.84,151.28,2017-03-20,3,1,"Actinopterygii","Ostorhinchus limenus",14,1,"Camp Cove"
"Camp Cove NE",-33.84,151.28,2017-03-20,3,1,"Actinopterygii","Dendrochirus brachypterus",1,1,"Camp Cove"
"Camp Cove NE",-33.84,151.28,2017-03-20,3,1,"Actinopterygii","Parapercis ramsayi",1,1,"Camp Cove"
"Camp Cove NE",-33.84,151.28,2017-03-20,3,1,"Actinopterygii","Scorpaena jacksoniensis",1,1,"Camp Cove"
"Camp Cove NE",-33.84,151.28,2017-03-20,3,1,"Actinopterygii","Synodus variegatus",1,1,"Camp Cove"
"Camp Cove NE",-33.84,151.28,2017-03-20,3,1,"Actinopterygii","Vincentia novaehollandiae",1,1,"Camp Cove"
"Camp Cove NE",-33.84,151.28,2018-03-15,3,2,"Actinopterygii","Ostorhinchus limenus",55,1,"Camp Cove"
"Camp Cove NE",-33.84,151.28,2018-03-15,3,1,"Actinopterygii","Istigobius hoesei",13,1,"Camp Cove"
"Camp Cove NE",-33.84,151.28,2018-03-15,3,2,"Actinopterygii","Istigobius hoesei",19,1,"Camp Cove"
"Camp Cove NE",-33.84,151.28,2018-03-15,3,1,"Actinopterygii","Synodus variegatus",2,1,"Camp Cove"
"Camp Cove NE",-33.84,151.28,2018-03-15,3,2,"Actinopterygii","Synodus variegatus",1,1,"Camp Cove"
"Camp Cove NE",-33.84,151.28,2018-03-15,3,1,"Actinopterygii","Trinorfolkia clarkei",3,1,"Camp Cove"
"Camp Cove NE",-33.84,151.28,2017-12-06,3,2,"Actinopterygii","Ostorhinchus limenus",2,1,"Camp Cove"
"Camp Cove NE",-33.84,151.28,2017-12-06,3,2,"Actinopterygii","Cnidoglanis macrocephalus",1,1,"Camp Cove"
"Camp Cove NE",-33.84,151.28,2017-12-06,3,2,"Actinopterygii","Enneapterygius atrogulare",1,1,"Camp Cove"
"Camp Cove NE",-33.84,151.28,2017-12-06,3,2,"Actinopterygii","Istigobius hoesei",4,1,"Camp Cove"
"Camp Cove NE",-33.84,151.28,2014-03-14,2,1,"Actinopterygii","Ostorhinchus limenus",3,1,"Camp Cove"
"Camp Cove NE",-33.84,151.28,2014-03-14,2,2,"Actinopterygii","Ostorhinchus limenus",4,1,"Camp Cove"
"Camp Cove NE",-33.84,151.28,2014-03-14,2,1,"Actinopterygii","Enneapterygius atrogulare",1,1,"Camp Cove"
"Camp Cove NE",-33.84,151.28,2014-03-14,2,2,"Actinopterygii","Enneapterygius atrogulare",3,1,"Camp Cove"
"Camp Cove NE",-33.84,151.28,2014-03-14,2,1,"Actinopterygii","Istigobius hoesei",2,1,"Camp Cove"
"Camp Cove NE",-33.84,151.28,2019-03-01,4,1,"Actinopterygii","Ostorhinchus limenus",7,1,"Camp Cove"
"Camp Cove NE",-33.84,151.28,2019-03-01,4,1,"Actinopterygii","Gymnothorax prasinus",1,1,"Camp Cove"
"Camp Cove NE",-33.84,151.28,2019-03-01,4,1,"Actinopterygii","Hypoplectrodes nigroruber",1,1,"Camp Cove"
"Camp Cove NE",-33.84,151.28,2019-03-01,4,1,"Actinopterygii","Istigobius hoesei",1,1,"Camp Cove"
"Camp Cove NE",-33.84,151.28,2019-03-01,4,1,"Actinopterygii","Synodus variegatus",1,1,"Camp Cove"
"Camp Cove NE",-33.84,151.28,2019-03-01,4,2,"Actinopterygii","Aspasmogaster costata",1,1,"Camp Cove"
"Camp Cove NE",-33.84,151.28,2019-03-01,4,2,"Actinopterygii","Hypoplectrodes maccullochi",1,1,"Camp Cove"
"Camp Cove NE",-33.84,151.28,2019-03-01,4,2,"Actinopterygii","Istigobius hoesei",4,1,"Camp Cove"
"Camp Cove NE",-33.84,151.28,2019-03-01,4,2,"Actinopterygii","Scorpaena jacksoniensis",1,1,"Camp Cove"
"Camp Cove NE",-33.84,151.28,2019-03-01,4,2,"Actinopterygii","Trinorfolkia clarkei",2,1,"Camp Cove"
"Kurnell - The Steps",-34,151.23,2018-01-05,6,1,"Actinopterygii","Pempheris affinis",6,1,"Kurnell"
"Kurnell - The Steps",-34,151.23,2018-01-05,6,1,"Actinopterygii","Pempheris compressa",8,1,"Kurnell"
"Kurnell - The Steps",-34,151.23,2019-02-09,8,1,"Actinopterygii","Ostorhinchus limenus",1,1,"Kurnell"
"Kurnell - The Steps",-34,151.23,2019-02-09,8,2,"Actinopterygii","Ostorhinchus limenus",2,1,"Kurnell"
"Kurnell - The Steps",-34,151.23,2019-02-09,8,1,"Actinopterygii","Hypoplectrodes maccullochi",2,1,"Kurnell"
"Kurnell - The Steps",-34,151.23,2019-02-09,8,2,"Actinopterygii","Hypoplectrodes maccullochi",2,1,"Kurnell"
"Kurnell - The Steps",-34,151.23,2019-02-09,8,1,"Actinopterygii","Limnichthys fasciatus",1,1,"Kurnell"
"Kurnell - The Steps",-34,151.23,2019-02-09,8,2,"Actinopterygii","Pempheris affinis",16,1,"Kurnell"
"Kurnell - The Steps",-34,151.23,2019-02-09,8,1,"Actinopterygii","Scorpaena jacksoniensis",1,1,"Kurnell"
"Kurnell - The Steps",-34,151.23,2019-02-09,8,1,"Elasmobranchii","Trygonoptera testacea",1,1,"Kurnell"
"Kurnell - The Steps",-34,151.23,2019-02-09,7,1,"Actinopterygii","Ostorhinchus limenus",11,1,"Kurnell"
"Kurnell - The Steps",-34,151.23,2019-02-09,7,2,"Actinopterygii","Ostorhinchus limenus",21,1,"Kurnell"
"Kurnell - The Steps",-34,151.23,2019-02-09,7,2,"Actinopterygii","Enneapterygius atrogulare",1,1,"Kurnell"
"Kurnell - The Steps",-34,151.23,2019-02-09,7,1,"Actinopterygii","Hypoplectrodes maccullochi",1,1,"Kurnell"
"Kurnell - The Steps",-34,151.23,2019-02-09,7,2,"Actinopterygii","Hypoplectrodes maccullochi",2,1,"Kurnell"
"Kurnell - The Steps",-34,151.23,2019-02-09,7,2,"Actinopterygii","Istigobius hoesei",1,1,"Kurnell"
"Kurnell - The Steps",-34,151.23,2019-02-09,7,1,"Actinopterygii","Pempheris affinis",10,1,"Kurnell"
"Kurnell - The Steps",-34,151.23,2019-02-09,7,1,"Actinopterygii","Pempheris compressa",20,1,"Kurnell"
"Kurnell - The Steps",-34,151.23,2019-02-09,7,2,"Actinopterygii","Pempheris compressa",26,1,"Kurnell"
"Kurnell - The Steps",-34,151.23,2019-02-09,5,1,"Actinopterygii","Ostorhinchus limenus",12,1,"Kurnell"
"Kurnell - The Steps",-34,151.23,2019-02-09,5,2,"Actinopterygii","Ostorhinchus limenus",8,1,"Kurnell"
"Kurnell - The Steps",-34,151.23,2019-02-09,5,1,"Actinopterygii","Cochleoceps orientalis",1,1,"Kurnell"
"Kurnell - The Steps",-34,151.23,2019-02-09,5,1,"Actinopterygii","Istigobius hoesei",1,1,"Kurnell"
"Kurnell - The Steps",-34,151.23,2019-02-09,5,1,"Actinopterygii","Pempheris affinis",26,1,"Kurnell"
"Kurnell - The Steps",-34,151.23,2019-02-09,5,2,"Actinopterygii","Pempheris affinis",2,1,"Kurnell"
"Kurnell - The Steps",-34,151.23,2019-02-09,5,1,"Actinopterygii","Pempheris compressa",25,1,"Kurnell"
