"","Species","Pres","Date","Date_added","Site","Lat","Long","User","Url","Image","Common_name","Description"
"660","Cristiceps aurantiacus",1,2015-03-05,2016-12-13,"Shelly Beach",-33.800469,151.295566,"johnturnbull","http://www.inaturalist.org/observations/4767110","https://static.inaturalist.org/photos/5316470/medium.jpg?1544133934","Yellow Crested Weedfish","These little guys drift around like loose kelp when out on the sand. Once they know you've noticed them, they shoot into the kelp like a rocket where they are then very hard to see! Fairy Bower"
"661","Lethrinus laticaudis",1,2014-03-26,2016-12-13,"Shelly Beach",-33.800576,151.295737,"johnturnbull","http://www.inaturalist.org/observations/4767117","https://static.inaturalist.org/photos/5803693/medium.jpg?1481619021","grass emperor","May be a juvenile grass emperor or L nebulosus?"
"662","Girella tricuspidata",1,2008-03-30,2016-12-13,"Shelly Beach",-33.79901864,151.2971878,"eschlogl","http://www.inaturalist.org/observations/4767412","https://static.inaturalist.org/photos/5804227/medium.jpg?1481634782","Luderick",""
"663","Hippocampus whitei",1,2010-08-29,2016-12-13,"Clifton Gardens",-33.83996205,151.2536931,"eschlogl","http://www.inaturalist.org/observations/4767413","https://static.inaturalist.org/photos/5804237/medium.jpg?1481635054","White's Seahorse",""
"664","Pseudolabrus guentheri",1,2013-04-26,2016-12-13,"Shelly Beach",-33.799228,151.297091,"johnturnbull","http://www.inaturalist.org/observations/4770297","https://static.inaturalist.org/photos/5808459/medium.jpg?1481673343","Gunther's Wrasse","This little gunthers came up with nice bright colours under the light of my strobe."
"665","Pseudolabrus guentheri",1,2015-06-21,2016-12-13,"Shelly Beach",-33.799959,151.293358,"johnturnbull","http://www.inaturalist.org/observations/4770299","https://static.inaturalist.org/photos/5808462/medium.jpg?1481673353","Gunther's Wrasse","Fairy Bower"
"666","Meuschenia freycineti",1,2008-01-27,2016-12-14,"Shelly Beach",-33.800618,151.293754,"richardling","http://www.inaturalist.org/observations/4773170","https://static.inaturalist.org/photos/5812510/medium.jpg?1481709101","Sixspine Leatherjacket","A Six-spine Leatherjacket (Meuschenia freycineti)"
"667","Ostorhinchus limenus",1,2008-01-27,2016-12-14,"Shelly Beach",-33.800618,151.293754,"richardling","http://www.inaturalist.org/observations/4773171","https://static.inaturalist.org/photos/5812512/medium.jpg?1481709115","Sydney Cardinalfish","A Sydney Cardinalfish (Ostorhinchus limenus) shelters under a ledge"
"668","Chrysophrys auratus",1,2008-01-27,2016-12-14,"Shelly Beach",-33.800618,151.293754,"richardling","http://www.inaturalist.org/observations/4773172","https://static.inaturalist.org/photos/5812513/medium.jpg?1481709125","Australasian Snapper","A juvenile Snapper (Chrysophrys auratus)"
"669","Trachurus novaezelandiae",1,2008-01-27,2016-12-14,"Shelly Beach",-33.800618,151.293754,"richardling","http://www.inaturalist.org/observations/4773173","https://static.inaturalist.org/photos/5812514/medium.jpg?1481709136","Yellowtail Scad","A small shoal of Yellowtail Scad (Trachurus novaezelandiae) in blue water"
"670","Prionurus microlepidotus",1,2008-01-27,2016-12-14,"Shelly Beach",-33.800177,151.296898,"richardling","http://www.inaturalist.org/observations/4773174","https://static.inaturalist.org/photos/8561508/medium.jpg?1498049705","Australian Sawtail","A Sawtail Surgeonfish (Prionurus microlepidotus)"
"671","Lethrinus genivittatus",1,2008-01-27,2016-12-14,"Shelly Beach",-33.800177,151.296898,"richardling","http://www.inaturalist.org/observations/4773175","https://static.inaturalist.org/photos/5812516/medium.jpg?1481709159","Threadfin Emperor","A Threadfin Emperor (Lethrinus genivittatus)"
"672","Ophthalmolepis lineolata",1,2008-01-27,2016-12-14,"Shelly Beach",-33.800177,151.296898,"richardling","http://www.inaturalist.org/observations/4773176","https://static.inaturalist.org/photos/5812517/medium.jpg?1481709171","Southern Maori Wrasse","A juvenile Maori Wrasse (Ophthalmolepis lineolatus)"
"673","Achoerodus viridis",1,2008-02-24,2016-12-14,"Shelly Beach",-33.800618,151.293754,"richardling","http://www.inaturalist.org/observations/4773180","https://static.inaturalist.org/photos/5812520/medium.jpg?1481709213","Eastern Blue Groper","A male Eastern Blue Groper (Achoerodus viridis)"
"674","Meuschenia trachylepis",1,2008-02-24,2016-12-14,"Shelly Beach",-33.800618,151.293754,"richardling","http://www.inaturalist.org/observations/4773182","https://static.inaturalist.org/photos/5812523/medium.jpg?1481709225","Yellowfin Leatherjacket","A Yellow-finned Leatherjacket (Meuschenia trachylepis)"
"675","Carcharhinus obscurus",1,2008-02-24,2016-12-14,"Shelly Beach",-33.800618,151.293754,"richardling","http://www.inaturalist.org/observations/4773183","https://static.inaturalist.org/photos/8561561/medium.jpg?1498049881","Dusky Whaler","A Dusky Whaler Shark (Carcharhinus obscurus)"
"676","Pterois volitans",1,2008-02-24,2016-12-14,"Shelly Beach",-33.800618,151.293754,"richardling","http://www.inaturalist.org/observations/4773187","https://static.inaturalist.org/photos/8561571/medium.jpg?1498049951","Common Lionfish","A juvenile Common Lionfish (Pterois volitans)"
"677","Parma unifasciata",1,2008-02-24,2016-12-14,"Shelly Beach",-33.800618,151.293754,"richardling","http://www.inaturalist.org/observations/4773188","https://static.inaturalist.org/photos/8561582/medium.jpg?1498050016","Girdled Scalyfin","A Girdled Parma (Parma unifasciata)"
"678","Cheilodactylus fuscus",1,2008-02-24,2016-12-14,"Shelly Beach",-33.800618,151.293754,"richardling","http://www.inaturalist.org/observations/4773189","https://static.inaturalist.org/photos/8561583/medium.jpg?1498050040","Red Morwong","A Red Morwong (Cheilodactylus fuscus)"
"679","Parupeneus spilurus",1,2008-02-24,2016-12-14,"Shelly Beach",-33.800618,151.293754,"richardling","http://www.inaturalist.org/observations/4773190","https://static.inaturalist.org/photos/5812532/medium.jpg?1481709314","Blacksaddle Goatfish","A small shoal of Juvenile Black-spot Goatfish (Parupeneus spilurus) feeding communally"
"680","Sillago ciliata",1,2008-02-24,2016-12-14,"Shelly Beach",-33.800618,151.293754,"richardling","http://www.inaturalist.org/observations/4773191","https://static.inaturalist.org/photos/5812533/medium.jpg?1481709326","Sand Whiting","A Sand Whiting (Sillago ciliata) hunts on a sandy substrate"
"681","Platycephalus fuscus",1,2008-02-24,2016-12-14,"Shelly Beach",-33.800618,151.293754,"richardling","http://www.inaturalist.org/observations/4773192","https://static.inaturalist.org/photos/5812534/medium.jpg?1481709338","Dusky Flathead","A Dusky Flathead (Platycephalus fuscus) on a sandy bottom"
"682","Chrysophrys auratus",1,2008-02-24,2016-12-14,"Shelly Beach",-33.800618,151.293754,"richardling","http://www.inaturalist.org/observations/4773193","https://static.inaturalist.org/photos/5812535/medium.jpg?1481709351","Australasian Snapper","A juvenile Snapper (Chrysophrys auratus)"
"683","Nemadactylus douglasii",1,2008-02-24,2016-12-14,"Shelly Beach",-33.800618,151.293754,"richardling","http://www.inaturalist.org/observations/4773194","https://static.inaturalist.org/photos/5812538/medium.jpg?1481709365","Grey Morwong","A Blue Morwong (Nemadactylus douglasii) and Spangled Emperor (Lethrinus nebulosus)"
"684","Lethrinus nebulosus",1,2008-02-24,2016-12-14,"Shelly Beach",-33.800618,151.293754,"richardling","http://www.inaturalist.org/observations/4773195","https://static.inaturalist.org/photos/5812538/medium.jpg?1481709365","Spangled Emperor","A Blue Morwong (Nemadactylus douglasii) and Spangled Emperor (Lethrinus nebulosus)"
"685","Mecaenichthys immaculatus",1,2008-02-24,2016-12-14,"Shelly Beach",-33.800618,151.293754,"richardling","http://www.inaturalist.org/observations/4773198","https://static.inaturalist.org/photos/5812545/medium.jpg?1481709402","Immaculate Damsel","An Immaculate Damsel (Mecaenichthys immaculatus)"
"686","Heteroscarus acroptilus",1,2008-03-02,2016-12-14,"Shelly Beach",-33.800618,151.293754,"richardling","http://www.inaturalist.org/observations/4773204","https://static.inaturalist.org/photos/5812551/medium.jpg?1481709424","Rainbow Cale","A male Rainbow Cale (Heteroscarus acroptilus)"
"687","Carcharhinus obscurus",1,2008-03-02,2016-12-14,"Shelly Beach",-33.800618,151.293754,"richardling","http://www.inaturalist.org/observations/4773205","https://static.inaturalist.org/photos/5812553/medium.jpg?1481709436","Dusky Whaler","A juvenile Dusky Whaler Shark (Carcharhinus obscurus)"
"688","Pseudolabrus guentheri",1,2008-03-02,2016-12-14,"Shelly Beach",-33.800618,151.293754,"richardling","http://www.inaturalist.org/observations/4773206","https://static.inaturalist.org/photos/6004047/medium.jpg?1484118925","Gunther's Wrasse","Guenther's Wrasse (Pseudolabrus guentheri)"
"689","Cheilodactylus fuscus",1,2008-03-02,2016-12-14,"Shelly Beach",-33.800618,151.293754,"richardling","http://www.inaturalist.org/observations/4773207","https://static.inaturalist.org/photos/5812555/medium.jpg?1481709460","Red Morwong","An Eastern Cleaner Clingfish (Cochleoceps orientalis) cleaning a Red Morwong (Cheilodactylus fuscus)"
"690","Cochleoceps orientalis",1,2008-03-02,2016-12-14,"Shelly Beach",-33.800618,151.293754,"richardling","http://www.inaturalist.org/observations/4773208","https://static.inaturalist.org/photos/5812555/medium.jpg?1481709460","Eastern Cleaner Clingfish","An Eastern Cleaner Clingfish (Cochleoceps orientalis) cleaning a Red Morwong (Cheilodactylus fuscus)"
"691","Parapercis ramsayi",1,2008-03-02,2016-12-14,"Shelly Beach",-33.800618,151.293754,"richardling","http://www.inaturalist.org/observations/4773211","https://static.inaturalist.org/photos/6004048/medium.jpg?1484118949","Spotted Grubfish","A Spotted Grubfish (Parapercis ramsayi) resting on shell fragments"
"692","Anoplocapros inermis",1,2008-03-02,2016-12-14,"Shelly Beach",-33.800618,151.293754,"richardling","http://www.inaturalist.org/observations/4773214","https://static.inaturalist.org/photos/5812558/medium.jpg?1481709496","Eastern Smooth Boxfish","Eastern Smooth Boxfish (Anoplocapros inermis)"
"693","Eocallionymus papilio",1,2008-04-06,2016-12-14,"Shelly Beach",-33.800618,151.293754,"richardling","http://www.inaturalist.org/observations/4773297","https://static.inaturalist.org/photos/8721540/medium.jpg?1498739404","Painted Stinkfish","A Painted Dragonet (Eocallionymus papilio)"
"694","Microcanthus strigatus",1,2008-04-06,2016-12-14,"Shelly Beach",-33.800618,151.293754,"richardling","http://www.inaturalist.org/observations/4773298","https://static.inaturalist.org/photos/5812637/medium.jpg?1481710134","Stripey","A Stripey (Microcanthus strigatus)"
"695","Parupeneus pleurostigma",1,2008-04-06,2016-12-14,"Shelly Beach",-33.800618,151.293754,"richardling","http://www.inaturalist.org/observations/4773300","https://static.inaturalist.org/photos/5812639/medium.jpg?1481710145","Sidespot Goatfish","A single Sidespot Goatfish (Parupeneus pleurostigma) feeding alongside Black-spot Goatfish (Parupeneus spilurus)"
"696","Parupeneus spilurus",1,2008-04-06,2016-12-14,"Shelly Beach",-33.800618,151.293754,"richardling","http://www.inaturalist.org/observations/4773301","https://static.inaturalist.org/photos/5812639/medium.jpg?1481710145","Blacksaddle Goatfish","A single Sidespot Goatfish (Parupeneus pleurostigma) feeding alongside Black-spot Goatfish (Parupeneus spilurus)"
"697","Dinolestes lewini",1,2008-04-06,2016-12-14,"Shelly Beach",-33.800618,151.293754,"richardling","http://www.inaturalist.org/observations/4773302","https://static.inaturalist.org/photos/8721556/medium.jpg?1498739489","Longfin Pike","A small shoal of Long-finned Pike (Dinolestes lewini)"
"698","Trachinops taeniatus",1,2008-04-06,2016-12-14,"Shelly Beach",-33.800618,151.293754,"richardling","http://www.inaturalist.org/observations/4773303","https://static.inaturalist.org/photos/5812642/medium.jpg?1481710177","Eastern Hulafish","A shoal of Eastern Hulafish (Trachinops taeniatus)"
"699","Meuschenia trachylepis",1,2008-04-06,2016-12-14,"Shelly Beach",-33.800618,151.293754,"richardling","http://www.inaturalist.org/observations/4773305","https://static.inaturalist.org/photos/5812643/medium.jpg?1481710198","Yellowfin Leatherjacket","A Yellow-finned Leatherjacket (Meuschenia trachylepis)"
"700","Antennarius striatus",1,2008-06-22,2016-12-14,"Clifton Gardens",-33.839356,151.254862,"richardling","http://www.inaturalist.org/observations/4773312","https://static.inaturalist.org/photos/5812647/medium.jpg?1481710263","Striate Anglerfish","Profile of a Striped Anglerfish (Antennarius striatus)"
"701","Monacanthus chinensis",1,2008-06-22,2016-12-14,"Clifton Gardens",-33.839356,151.254862,"richardling","http://www.inaturalist.org/observations/4773316","https://static.inaturalist.org/photos/5812652/medium.jpg?1481710306","Fanbelly Leatherjacket","A Fan-bellied Leatherjacket (Monacanthus chinensis)"
"702","Dicotylichthys punctulatus",1,2008-06-22,2016-12-14,"Clifton Gardens",-33.839356,151.254862,"richardling","http://www.inaturalist.org/observations/4773317","https://static.inaturalist.org/photos/218592/medium.jpg?1544129638","Threebar Porcupinefish","A Three-bar Porcupinefish (Dicotylichthys punctulatus)"
"703","Ophthalmolepis lineolata",1,2008-07-06,2016-12-14,"Shelly Beach",-33.800618,151.293754,"richardling","http://www.inaturalist.org/observations/4773320","https://static.inaturalist.org/photos/5812655/medium.jpg?1481710337","Southern Maori Wrasse","Portrait of a Maori Wrasse (Ophthalmolepis lineolatus)"
"704","Latropiscis purpurissatus",1,2008-07-06,2016-12-14,"Shelly Beach",-33.800618,151.293754,"richardling","http://www.inaturalist.org/observations/4773321","https://static.inaturalist.org/photos/6004055/medium.jpg?1484119038","Sergeant Baker","A Sergeant Baker (Latropiscis purpurissatus) resting on the sea floor"
"705","Heterodontus portusjacksoni",1,2008-07-06,2016-12-14,"Shelly Beach",-33.800618,151.293754,"richardling","http://www.inaturalist.org/observations/4773323","https://static.inaturalist.org/photos/5812659/medium.jpg?1481710362","Port Jackson Shark","The gills of a Port Jackson Shark (Heterodontus portusjacksoni)"
"706","Trygonorrhina fasciata",1,2008-07-13,2016-12-14,"Shelly Beach",-33.800618,151.293754,"richardling","http://www.inaturalist.org/observations/4773324","https://static.inaturalist.org/photos/161195/medium.jpg?1544129165","Eastern Fiddler Ray","An Eastern Fiddler Ray (Trygonorrhina fasciata)"
"707","Monacanthus chinensis",1,2008-07-13,2016-12-14,"Shelly Beach",-33.800618,151.293754,"richardling","http://www.inaturalist.org/observations/4773326","https://static.inaturalist.org/photos/5812661/medium.jpg?1481710384","Fanbelly Leatherjacket","A Fan-bellied Leatherjacket (Monacanthus chinensis)"
"708","Heterodontus portusjacksoni",1,2008-07-13,2016-12-14,"Shelly Beach",-33.800177,151.296898,"richardling","http://www.inaturalist.org/observations/4773328","https://static.inaturalist.org/photos/5812663/medium.jpg?1481710410","Port Jackson Shark","A Port Jackson Shark (Heterodontus portusjacksoni) smiles for the photographer"
"709","Pictilabrus laticlavius",1,2008-07-13,2016-12-14,"Shelly Beach",-33.800177,151.296898,"richardling","http://www.inaturalist.org/observations/4773329","https://static.inaturalist.org/photos/5812665/medium.jpg?1481710421","Senator Wrasse","A male Senator Wrasse (Pictilabrus laticlavius)"
"710","Acanthaluteres vittiger",1,2008-07-13,2016-12-14,"Shelly Beach",-33.800177,151.296898,"richardling","http://www.inaturalist.org/observations/4773330","https://static.inaturalist.org/photos/5812666/medium.jpg?1481710432","Toothbrush Leatherjacket","A juvenile Toothbrush Leatherjacket (Acanthaluteres vittiger)"
"711","Ostorhinchus aureus",1,2008-07-26,2016-12-14,"Shelly Beach",-33.800618,151.293754,"richardling","http://www.inaturalist.org/observations/4773333","https://static.inaturalist.org/photos/5812670/medium.jpg?1481710458","Ringtail Cardinalfish","A Ring-tail Cardinalfish (Ostorhinchus aureus)"
"712","Ophthalmolepis lineolata",1,2008-07-26,2016-12-14,"Shelly Beach",-33.800618,151.293754,"richardling","http://www.inaturalist.org/observations/4773334","https://static.inaturalist.org/photos/5812671/medium.jpg?1481710468","Southern Maori Wrasse","Portrait of a Maori Wrasse (Ophthalmolepis lineolatus)"
"713","Latropiscis purpurissatus",1,2008-07-27,2016-12-14,"Shelly Beach",-33.800618,151.293754,"richardling","http://www.inaturalist.org/observations/4773336","https://static.inaturalist.org/photos/5812673/medium.jpg?1481710489","Sergeant Baker","Portrait of a Sergeant Baker (Latropiscis purpurissatus)"
"714","Meuschenia trachylepis",1,2008-07-27,2016-12-14,"Shelly Beach",-33.800618,151.293754,"richardling","http://www.inaturalist.org/observations/4773337","https://static.inaturalist.org/photos/5812674/medium.jpg?1481710499","Yellowfin Leatherjacket","A Yellow-finned Leatherjacket (Meuschenia trachylepis) swims over coarse sand"
"715","Brachaelurus waddi",1,2008-07-27,2016-12-14,"Shelly Beach",-33.800618,151.293754,"richardling","http://www.inaturalist.org/observations/4773340","https://static.inaturalist.org/photos/8721901/medium.jpg?1498741100","Blind Shark","Blindshark (Brachaelurus waddi)"
"716","Trygonorrhina fasciata",1,2008-07-27,2016-12-14,"Shelly Beach",-33.800618,151.293754,"richardling","http://www.inaturalist.org/observations/4773341","https://static.inaturalist.org/photos/5812677/medium.jpg?1481710531","Eastern Fiddler Ray","An Eastern Fiddler Ray (Trygonorrhina fasciata) lurks beneath seaweed"
"717","Acanthaluteres vittiger",1,2008-07-27,2016-12-14,"Shelly Beach",-33.800618,151.293754,"richardling","http://www.inaturalist.org/observations/4773342","https://static.inaturalist.org/photos/8721914/medium.jpg?1498741186","Toothbrush Leatherjacket","A male Toothbrush Leatherjacket (Acanthaluteres vittiger)"
"718","Antennarius striatus",1,2008-08-10,2016-12-14,"Clifton Gardens",-33.839763,151.25323,"richardling","http://www.inaturalist.org/observations/4773343","https://static.inaturalist.org/photos/5812679/medium.jpg?1481710557","Striate Anglerfish","Portrait of a Striped Anglerfish (Antennarius striatus)"
"719","Ophthalmolepis lineolata",1,2008-08-16,2016-12-14,"Shelly Beach",-33.800618,151.293754,"richardling","http://www.inaturalist.org/observations/4773345","https://static.inaturalist.org/photos/5812681/medium.jpg?1481710578","Southern Maori Wrasse","A Maori Wrasse (Ophthalmolepis lineolatus)"
"720","Istigobius hoesei",1,2008-08-16,2016-12-14,"Shelly Beach",-33.800618,151.293754,"richardling","http://www.inaturalist.org/observations/4773346","https://static.inaturalist.org/photos/8721999/medium.jpg?1498741487","Hoese's Sandgoby","Hoese's Sandgoby (Istigobius hoesei) on sandy substrate"
"721","Ostorhinchus limenus",1,2008-08-16,2016-12-14,"Shelly Beach",-33.800618,151.293754,"richardling","http://www.inaturalist.org/observations/4773347","https://static.inaturalist.org/photos/5812685/medium.jpg?1481710600","Sydney Cardinalfish","A small shoal of Sydney Cardinalfish (Ostorhinchus limenus) shelters under a rocky ledge"
"722","Achoerodus viridis",1,2008-09-28,2016-12-14,"Shelly Beach",-33.800618,151.293754,"richardling","http://www.inaturalist.org/observations/4773348","https://static.inaturalist.org/photos/5812686/medium.jpg?1481710612","Eastern Blue Groper","The eye of an Eastern Blue Groper (Achoerodus viridis)"
"723","Rhabdosargus sarba",1,2008-10-06,2016-12-14,"Shelly Beach",-33.800618,151.293754,"richardling","http://www.inaturalist.org/observations/4773351","https://static.inaturalist.org/photos/5812690/medium.jpg?1481710651","Tarwhine","Profile of a Tarwhine (Rhabdosargus sarba)"
"724","Heterodontus portusjacksoni",1,2008-10-06,2016-12-14,"Shelly Beach",-33.800618,151.293754,"richardling","http://www.inaturalist.org/observations/4773353","https://static.inaturalist.org/photos/6004058/medium.jpg?1484119084","Port Jackson Shark","Portrait of a Port Jackson Shark (Heterodontus portusjacksoni) resting on sand"
"725","Scobinichthys granulatus",1,2008-10-06,2016-12-14,"Shelly Beach",-33.800618,151.293754,"richardling","http://www.inaturalist.org/observations/4773354","https://static.inaturalist.org/photos/6004061/medium.jpg?1484119120","Rough Leatherjacket","A Rough Leatherjacket (Scobinichthys granulatus)"
"726","Parupeneus spilurus",1,2008-10-06,2016-12-14,"Shelly Beach",-33.800618,151.293754,"richardling","http://www.inaturalist.org/observations/4773355","https://static.inaturalist.org/photos/8722145/medium.jpg?1498742047","Blacksaddle Goatfish","A small shoal of Black-spot Goatfish (Parupeneus spilurus)"
"727","Upeneichthys lineatus",1,2008-10-06,2016-12-14,"Shelly Beach",-33.800618,151.293754,"richardling","http://www.inaturalist.org/observations/4773356","https://static.inaturalist.org/photos/5812697/medium.jpg?1481710697","Bluestriped Goatfish","Profile of an adult Blue-lined Goatfish (Upeneichthys lineatus)"
"728","Orectolobus maculatus",1,2008-10-06,2016-12-14,"Shelly Beach",-33.800618,151.293754,"richardling","http://www.inaturalist.org/observations/4773357","https://static.inaturalist.org/photos/9433944/medium.jpg?1501500338","Spotted Wobbegong","Spotted Wobbegong (Orectolobus maculatus)"
"729","Achoerodus viridis",1,2008-10-06,2016-12-14,"Shelly Beach",-33.800618,151.293754,"richardling","http://www.inaturalist.org/observations/4773358","https://static.inaturalist.org/photos/5812699/medium.jpg?1481710722","Eastern Blue Groper","The results of spearfishers illegally operating in the reserve. Luderick (Girella tricuspidata), Eastern Blue Groper (Achoerodus viridis), and Rock Cale (Aplodactylus lophodon)"
"730","Girella tricuspidata",1,2008-10-06,2016-12-14,"Shelly Beach",-33.800618,151.293754,"richardling","http://www.inaturalist.org/observations/4773359","https://static.inaturalist.org/photos/5812699/medium.jpg?1481710722","Luderick","The results of spearfishers illegally operating in the reserve. Luderick (Girella tricuspidata), Eastern Blue Groper (Achoerodus viridis), and Rock Cale (Aplodactylus lophodon)"
"731","Aplodactylus lophodon",1,2008-10-06,2016-12-14,"Shelly Beach",-33.800618,151.293754,"richardling","http://www.inaturalist.org/observations/4773360","https://static.inaturalist.org/photos/5812699/medium.jpg?1481710722","Rock Cale","The results of spearfishers illegally operating in the reserve. Luderick (Girella tricuspidata), Eastern Blue Groper (Achoerodus viridis), and Rock Cale (Aplodactylus lophodon)"
"732","Heteroscarus acroptilus",1,2008-10-06,2016-12-14,"Shelly Beach",-33.800618,151.293754,"richardling","http://www.inaturalist.org/observations/4773361","https://static.inaturalist.org/photos/6004064/medium.jpg?1484119142","Rainbow Cale","A male Rainbow Cale (Heteroscarus acroptilus) in breeding colouration"
"733","Brachaluteres jacksonianus",1,2008-10-06,2016-12-14,"Shelly Beach",-33.800618,151.293754,"richardling","http://www.inaturalist.org/observations/4773363","https://static.inaturalist.org/photos/5812704/medium.jpg?1481710767","Southern Pygmy Leatherjacket","A Pygmy Leatherjacket (Brachaluteres jacksonianus) displaying dorsal spine"
"734","Mecaenichthys immaculatus",1,2008-11-09,2016-12-14,"Shelly Beach",-33.800618,151.293754,"richardling","http://www.inaturalist.org/observations/4773381","https://static.inaturalist.org/photos/5812723/medium.jpg?1481710912","Immaculate Damsel","An Immaculate Damsel (Mecaenichthys immaculatus)"
"735","Lethrinus nebulosus",1,2008-11-16,2016-12-14,"Shelly Beach",-33.800618,151.293754,"richardling","http://www.inaturalist.org/observations/4773382","https://static.inaturalist.org/photos/5812724/medium.jpg?1481710922","Spangled Emperor","A Spangled Emperor (Lethrinus nebulosus)"
"736","Notolabrus gymnogenis",1,2008-11-16,2016-12-14,"Shelly Beach",-33.800618,151.293754,"richardling","http://www.inaturalist.org/observations/4773383","https://static.inaturalist.org/photos/5812725/medium.jpg?1481710938","Crimsonband Wrasse","A Black-spot Goatfish (Parupeneus spilurus) and Crimson-banded Wrasse (Notolabrus gymnogenis) in foraging association"
"737","Parupeneus spilurus",1,2008-11-16,2016-12-14,"Shelly Beach",-33.800618,151.293754,"richardling","http://www.inaturalist.org/observations/4773384","https://static.inaturalist.org/photos/5812725/medium.jpg?1481710938","Blacksaddle Goatfish","A Black-spot Goatfish (Parupeneus spilurus) and Crimson-banded Wrasse (Notolabrus gymnogenis) in foraging association"
"738","Cnidoglanis macrocephalus",1,2008-11-16,2016-12-14,"Shelly Beach",-33.800618,151.293754,"richardling","http://www.inaturalist.org/observations/4773388","https://static.inaturalist.org/photos/5812731/medium.jpg?1481710993","Estuary Cobbler","An Estuary Catfish (Cnidoglanis macrocephalus) resting on sand"
"739","Eubalichthys bucephalus",1,2008-11-16,2016-12-14,"Shelly Beach",-33.800618,151.293754,"richardling","http://www.inaturalist.org/observations/4773389","https://static.inaturalist.org/photos/5812733/medium.jpg?1481711005","Black Reef Leatherjacket","A Black Reef Leatherjacket (Eubalichthys bucephalus)"
"740","Latropiscis purpurissatus",1,2008-11-16,2016-12-14,"Shelly Beach",-33.800618,151.293754,"richardling","http://www.inaturalist.org/observations/4773390","https://static.inaturalist.org/photos/5812734/medium.jpg?1481711016","Sergeant Baker","Portrait of a Sergeant Baker (Latropiscis purpurissatus) resting on rock"
"741","Upeneichthys lineatus",1,2008-11-16,2016-12-14,"Shelly Beach",-33.800618,151.293754,"richardling","http://www.inaturalist.org/observations/4773393","https://static.inaturalist.org/photos/5812735/medium.jpg?1481711030","Bluestriped Goatfish","Eastern Cleaner Clingfish (Cochleoceps orientalis) cleaning a young Blue-lined Goatfish (Upeneichthys lineatus)"
"742","Cochleoceps orientalis",1,2008-11-16,2016-12-14,"Shelly Beach",-33.800618,151.293754,"richardling","http://www.inaturalist.org/observations/4773394","https://static.inaturalist.org/photos/5812735/medium.jpg?1481711030","Eastern Cleaner Clingfish","Eastern Cleaner Clingfish (Cochleoceps orientalis) cleaning a young Blue-lined Goatfish (Upeneichthys lineatus)"
"743","Cheilodactylus fuscus",1,2008-11-16,2016-12-14,"Shelly Beach",-33.800618,151.293754,"richardling","http://www.inaturalist.org/observations/4773395","https://static.inaturalist.org/photos/5812736/medium.jpg?1481711054","Red Morwong","Portrait of a Red Morwong (Cheilodactylus fuscus)"
"744","Orectolobus maculatus",1,2008-11-16,2016-12-14,"Shelly Beach",-33.800618,151.293754,"richardling","http://www.inaturalist.org/observations/4773397","https://static.inaturalist.org/photos/5812738/medium.jpg?1481711067","Spotted Wobbegong","Portrait of a Spotted Wobbegong shark (Orectolobus maculatus)"
"745","Atypichthys strigatus",1,2009-01-25,2016-12-14,"Shelly Beach",-33.800177,151.296898,"richardling","http://www.inaturalist.org/observations/4773449","https://static.inaturalist.org/photos/5812791/medium.jpg?1481711620","Australian Mado","Australian Mado (Atypichthys strigatus) and a dense shoal of hardyheads (Atherinidae)"
"746","Orectolobus maculatus",1,2009-01-25,2016-12-14,"Shelly Beach",-33.800177,151.296898,"richardling","http://www.inaturalist.org/observations/4773454","https://static.inaturalist.org/photos/5812795/medium.jpg?1481711668","Spotted Wobbegong","A Spotted Wobbegong shark (Orectolobus maculatus) waits to seize a mouthful of baitfish"
"747","Upeneichthys lineatus",1,2009-02-01,2016-12-14,"Shelly Beach",-33.800618,151.293754,"richardling","http://www.inaturalist.org/observations/4773457","https://static.inaturalist.org/photos/5812801/medium.jpg?1481711695","Bluestriped Goatfish","Portrait of a Blue-lined Goatfish (Upeneichthys lineatus)"
"748","Kyphosus sydneyanus",1,2009-02-01,2016-12-14,"Shelly Beach",-33.800618,151.293754,"richardling","http://www.inaturalist.org/observations/4773460","https://static.inaturalist.org/photos/5812806/medium.jpg?1481711718","Silver Drummer","A small shoal of Southern Silver Drummer (Kyphosus sydneyanus)"
"749","Phyllopteryx taeniolatus",1,2009-02-28,2016-12-14,"Bare Island",-33.991071,151.230797,"richardling","http://www.inaturalist.org/observations/4773466","https://static.inaturalist.org/photos/10329460/medium.jpg?1504954070","Common Sea Dragon","A Weedy Seadragon (Phyllopteryx taeniolatus)"
"750","Lepidotrigla papilio",1,2009-02-28,2016-12-14,"Bare Island",-33.991071,151.230797,"richardling","http://www.inaturalist.org/observations/4773468","https://static.inaturalist.org/photos/5812821/medium.jpg?1481711815","Spiny Gurnard","An Eastern Spiny Gurnard (Lepidotrigla papilio) displaying its colourful pectoral fins"
"751","Scorpaena jacksoniensis",1,2009-02-28,2016-12-14,"Bare Island",-33.991071,151.230797,"richardling","http://www.inaturalist.org/observations/4773469","https://static.inaturalist.org/photos/5812824/medium.jpg?1481711827","Eastern Red Scorpionfish","A juvenile Eastern Red Scorpionfish (Scorpaena jacksoniensis) rests on a rocky reef"
