"Species","Pres","Year","Site","Dataset"
"Notolabrus gymnogenis",1,"2018","Gordons Bay","RLS"
"Olisthops cyanomelas",1,"2018","Gordons Bay","RLS"
"Ophthalmolepis lineolata",1,"2018","Gordons Bay","RLS"
"Parma microlepis",1,"2018","Gordons Bay","RLS"
"Parupeneus spilurus",1,"2018","Gordons Bay","RLS"
"Pictilabrus laticlavius",1,"2018","Gordons Bay","RLS"
"Plagiotremus tapeinosoma",1,"2018","Gordons Bay","RLS"
"Prionurus microlepidotus",1,"2018","Gordons Bay","RLS"
"Pseudolabrus guentheri",1,"2018","Gordons Bay","RLS"
"Scorpaena jacksoniensis",1,"2018","Gordons Bay","RLS"
"Trachurus novaezelandiae",1,"2018","Gordons Bay","RLS"
"Acanthaluteres vittiger",1,"2019","Gordons Bay","RLS"
"Achoerodus viridis",1,"2019","Gordons Bay","RLS"
"Atypichthys strigatus",1,"2019","Gordons Bay","RLS"
"Brachaluteres jacksonianus",1,"2019","Gordons Bay","RLS"
"Cheilodactylus fuscus",1,"2019","Gordons Bay","RLS"
"Dinolestes lewini",1,"2019","Gordons Bay","RLS"
"Eupetrichthys angustipes",1,"2019","Gordons Bay","RLS"
"Heteroscarus acroptilus",1,"2019","Gordons Bay","RLS"
"Notolabrus gymnogenis",1,"2019","Gordons Bay","RLS"
"Olisthops cyanomelas",1,"2019","Gordons Bay","RLS"
"Ophthalmolepis lineolata",1,"2019","Gordons Bay","RLS"
"Parma microlepis",1,"2019","Gordons Bay","RLS"
"Parupeneus spilurus",1,"2019","Gordons Bay","RLS"
"Pictilabrus laticlavius",1,"2019","Gordons Bay","RLS"
"Plagiotremus tapeinosoma",1,"2019","Gordons Bay","RLS"
"Pseudolabrus guentheri",1,"2019","Gordons Bay","RLS"
"Scorpaena jacksoniensis",1,"2019","Gordons Bay","RLS"
"Trachinops taeniatus",1,"2019","Gordons Bay","RLS"
"Trygonoptera testacea",1,"2019","Gordons Bay","RLS"
"Upeneichthys lineatus",1,"2019","Gordons Bay","RLS"
"Austrolabrus maculatus",1,"2019","Gordons Bay","RLS"
"Enoplosus armatus",1,"2019","Gordons Bay","RLS"
"Hypoplectrodes maccullochi",1,"2019","Gordons Bay","RLS"
"Lotella rhacina",1,"2019","Gordons Bay","RLS"
"Meuschenia flavolineata",1,"2019","Gordons Bay","RLS"
"Trygonorrhina fasciata",1,"2019","Gordons Bay","RLS"
"Meuschenia trachylepis",1,"2019","Gordons Bay","RLS"
"Chrysophrys auratus",1,"2019","Gordons Bay","RLS"
"Mecaenichthys immaculatus",1,"2019","Gordons Bay","RLS"
"Orectolobus halei",1,"2019","Gordons Bay","RLS"
"Pseudocaranx georgianus",1,"2019","Gordons Bay","RLS"
"Schuettea scalaripinnis",1,"2019","Gordons Bay","RLS"
"Scorpis lineolata",1,"2019","Gordons Bay","RLS"
"Acanthaluteres vittiger",1,"2017","Gordons Bay","RLS"
"Achoerodus viridis",1,"2017","Gordons Bay","RLS"
"Aplodactylus lophodon",1,"2017","Gordons Bay","RLS"
"Atypichthys strigatus",1,"2017","Gordons Bay","RLS"
"Cheilodactylus fuscus",1,"2017","Gordons Bay","RLS"
"Dinolestes lewini",1,"2017","Gordons Bay","RLS"
"Acanthopagrus australis",1,"2017","Shiprock","RLS"
"Ostorhinchus limenus",1,"2017","Shiprock","RLS"
"Atypichthys strigatus",1,"2017","Shiprock","RLS"
"Centropogon australis",1,"2017","Shiprock","RLS"
"Chaetodon flavirostris",1,"2017","Shiprock","RLS"
"Chaetodon tricinctus",1,"2017","Shiprock","RLS"
"Cheilodactylus fuscus",1,"2017","Shiprock","RLS"
"Cheilodactylus vestitus",1,"2017","Shiprock","RLS"
"Cirrhitichthys aprinus",1,"2017","Shiprock","RLS"
"Dicotylichthys punctulatus",1,"2017","Shiprock","RLS"
"Dinolestes lewini",1,"2017","Shiprock","RLS"
"Enoplosus armatus",1,"2017","Shiprock","RLS"
"Epinephelus undulatostriatus",1,"2017","Shiprock","RLS"
"Eubalichthys mosaicus",1,"2017","Shiprock","RLS"
"Girella tricuspidata",1,"2017","Shiprock","RLS"
"Heniochus acuminatus",1,"2017","Shiprock","RLS"
"Mecaenichthys immaculatus",1,"2017","Shiprock","RLS"
"Meuschenia trachylepis",1,"2017","Shiprock","RLS"
"Microcanthus strigatus",1,"2017","Shiprock","RLS"
"Monacanthus chinensis",1,"2017","Shiprock","RLS"
"Parma microlepis",1,"2017","Shiprock","RLS"
"Parupeneus spilurus",1,"2017","Shiprock","RLS"
"Pictilabrus laticlavius",1,"2017","Shiprock","RLS"
"Prionurus microlepidotus",1,"2017","Shiprock","RLS"
"Pseudocaranx georgianus",1,"2017","Shiprock","RLS"
"Pseudolabrus guentheri",1,"2017","Shiprock","RLS"
"Scobinichthys granulatus",1,"2017","Shiprock","RLS"
"Scorpaena jacksoniensis",1,"2017","Shiprock","RLS"
"Scorpis lineolata",1,"2017","Shiprock","RLS"
"Trachinops taeniatus",1,"2017","Shiprock","RLS"
"Trachurus novaezelandiae",1,"2017","Shiprock","RLS"
"Upeneus australiae",1,"2017","Shiprock","RLS"
"Chelmonops truncatus",1,"2017","Shiprock","RLS"
"Chromis flavomaculata",1,"2017","Shiprock","RLS"
"Gerres subfasciatus",1,"2017","Shiprock","RLS"
"Hypoplectrodes maccullochi",1,"2017","Shiprock","RLS"
"Plagiotremus rhinorhynchos",1,"2017","Shiprock","RLS"
"Plotosus lineatus",1,"2017","Shiprock","RLS"
"Pseudolabrus luculentus",1,"2017","Shiprock","RLS"
"Scarus ghobban",1,"2017","Shiprock","RLS"
"Thalassoma lunare",1,"2017","Shiprock","RLS"
"Acanthopagrus australis",1,"2018","Shiprock","RLS"
"Acanthurus olivaceus",1,"2018","Shiprock","RLS"
"Ostorhinchus limenus",1,"2018","Shiprock","RLS"
"Arothron hispidus",1,"2018","Shiprock","RLS"
"Atypichthys strigatus",1,"2018","Shiprock","RLS"
"Brachaluteres jacksonianus",1,"2018","Shiprock","RLS"
"Centropogon australis",1,"2018","Shiprock","RLS"
"Chaetodon auriga",1,"2018","Shiprock","RLS"
"Chaetodon flavirostris",1,"2018","Shiprock","RLS"
"Cheilodactylus fuscus",1,"2018","Shiprock","RLS"
"Cheilodactylus vestitus",1,"2018","Shiprock","RLS"
"Chelmonops truncatus",1,"2018","Shiprock","RLS"
"Cirrhitichthys aprinus",1,"2018","Shiprock","RLS"
"Dicotylichthys punctulatus",1,"2018","Shiprock","RLS"
"Enoplosus armatus",1,"2018","Shiprock","RLS"
"Eubalichthys mosaicus",1,"2018","Shiprock","RLS"
"Gerres subfasciatus",1,"2018","Shiprock","RLS"
"Girella tricuspidata",1,"2018","Shiprock","RLS"
"Gymnothorax prasinus",1,"2018","Shiprock","RLS"
"Hypoplectrodes maccullochi",1,"2018","Shiprock","RLS"
"Istigobius hoesei",1,"2018","Shiprock","RLS"
"Lutjanus russellii",1,"2018","Shiprock","RLS"
"Meuschenia trachylepis",1,"2018","Shiprock","RLS"
"Microcanthus strigatus",1,"2018","Shiprock","RLS"
"Monacanthus chinensis",1,"2018","Shiprock","RLS"
"Ostracion cubicus",1,"2018","Shiprock","RLS"
"Parma microlepis",1,"2018","Shiprock","RLS"
"Parma unifasciata",1,"2018","Shiprock","RLS"
"Parupeneus spilurus",1,"2018","Shiprock","RLS"
"Prionurus microlepidotus",1,"2018","Shiprock","RLS"
"Pseudocaranx georgianus",1,"2018","Shiprock","RLS"
"Pseudolabrus guentheri",1,"2018","Shiprock","RLS"
"Scarus ghobban",1,"2018","Shiprock","RLS"
"Scorpaena jacksoniensis",1,"2018","Shiprock","RLS"
"Scorpis lineolata",1,"2018","Shiprock","RLS"
"Synodus variegatus",1,"2018","Shiprock","RLS"
"Thalassoma lunare",1,"2018","Shiprock","RLS"
"Trachinops taeniatus",1,"2018","Shiprock","RLS"
"Trachurus novaezelandiae",1,"2018","Shiprock","RLS"
"Acanthopagrus australis",1,"2019","Shiprock","RLS"
"Achoerodus viridis",1,"2019","Shiprock","RLS"
"Ostorhinchus limenus",1,"2019","Shiprock","RLS"
"Atypichthys strigatus",1,"2019","Shiprock","RLS"
"Brachaluteres jacksonianus",1,"2019","Shiprock","RLS"
"Centropogon australis",1,"2019","Shiprock","RLS"
"Cheilodactylus fuscus",1,"2019","Shiprock","RLS"
"Cheilodactylus vestitus",1,"2019","Shiprock","RLS"
"Chelmonops truncatus",1,"2019","Shiprock","RLS"
"Chromis hypsilepis",1,"2019","Shiprock","RLS"
"Dinolestes lewini",1,"2019","Shiprock","RLS"
"Enneapterygius atrogulare",1,"2019","Shiprock","RLS"
"Enoplosus armatus",1,"2019","Shiprock","RLS"
"Gerres subfasciatus",1,"2019","Shiprock","RLS"
"Girella tricuspidata",1,"2019","Shiprock","RLS"
"Hypoplectrodes maccullochi",1,"2019","Shiprock","RLS"
"Istigobius hoesei",1,"2019","Shiprock","RLS"
"Lutjanus russellii",1,"2019","Shiprock","RLS"
"Meuschenia trachylepis",1,"2019","Shiprock","RLS"
"Microcanthus strigatus",1,"2019","Shiprock","RLS"
"Notolabrus gymnogenis",1,"2019","Shiprock","RLS"
"Parma unifasciata",1,"2019","Shiprock","RLS"
"Seriola hippos",1,"2019","Shiprock","RLS"
"Austrolabrus maculatus",1,"2019","Shiprock","RLS"
"Chrysophrys auratus",1,"2019","Shiprock","RLS"
"Cirrhilabrus punctatus",1,"2019","Shiprock","RLS"
"Hypoplectrodes nigroruber",1,"2019","Shiprock","RLS"
"Plotosus lineatus",1,"2018","Bare Island","RLS"
"Austrolabrus maculatus",1,"2018","Bare Island","RLS"
"Trygonorrhina fasciata",1,"2018","Bare Island","RLS"
"Pseudocaranx georgianus",1,"2019","Bare Island","RLS"
"Brachaluteres jacksonianus",1,"2017","Gordons Bay","RLS"
"Eupetrichthys angustipes",1,"2017","Gordons Bay","RLS"
"Halichoeres nebulosus",1,"2017","Gordons Bay","RLS"
"Mecaenichthys immaculatus",1,"2017","Gordons Bay","RLS"
"Meuschenia trachylepis",1,"2017","Gordons Bay","RLS"
"Notolabrus gymnogenis",1,"2017","Gordons Bay","RLS"
"Olisthops cyanomelas",1,"2017","Gordons Bay","RLS"
"Ophthalmolepis lineolata",1,"2017","Gordons Bay","RLS"
"Parma microlepis",1,"2017","Gordons Bay","RLS"
"Parupeneus spilurus",1,"2017","Gordons Bay","RLS"
"Pictilabrus laticlavius",1,"2017","Gordons Bay","RLS"
"Plagiotremus tapeinosoma",1,"2017","Gordons Bay","RLS"
"Stethojulis interrupta",1,"2017","Gordons Bay","RLS"
"Trachinops taeniatus",1,"2017","Gordons Bay","RLS"
"Trygonoptera testacea",1,"2017","Gordons Bay","RLS"
"Upeneichthys lineatus",1,"2017","Gordons Bay","RLS"
"Enoplosus armatus",1,"2017","Gordons Bay","RLS"
"Hypoplectrodes maccullochi",1,"2017","Gordons Bay","RLS"
"Meuschenia freycineti",1,"2017","Gordons Bay","RLS"
"Pempheris affinis",1,"2017","Gordons Bay","RLS"
"Prionurus microlepidotus",1,"2017","Gordons Bay","RLS"
"Schuettea scalaripinnis",1,"2017","Gordons Bay","RLS"
"Scobinichthys granulatus",1,"2017","Gordons Bay","RLS"
"Scorpaena jacksoniensis",1,"2017","Gordons Bay","RLS"
"Halichoeres nebulosus",1,"2018","Gordons Bay","RLS"
"Repomucenus calcaratus",1,"2018","Gordons Bay","RLS"
"Rhabdosargus sarba",1,"2018","Gordons Bay","RLS"
"Naso unicornis",1,"2017","Gordons Bay","RLS"
"Parma unifasciata",1,"2017","Gordons Bay","RLS"
"Prionurus maculatus",1,"2017","Gordons Bay","RLS"
"Scorpis lineolata",1,"2017","Gordons Bay","RLS"
"Latropiscis purpurissatus",1,"2017","Gordons Bay","RLS"
"Acanthopagrus australis",1,"2018","Clifton Gardens","RLS"
"Ostorhinchus limenus",1,"2018","Clifton Gardens","RLS"
"Cheilodactylus fuscus",1,"2018","Clifton Gardens","RLS"
"Enneapterygius atrogulare",1,"2018","Clifton Gardens","RLS"
"Filicampus tigris",1,"2018","Clifton Gardens","RLS"
"Gerres subfasciatus",1,"2018","Clifton Gardens","RLS"
"Istigobius hoesei",1,"2018","Clifton Gardens","RLS"
"Mecaenichthys immaculatus",1,"2018","Clifton Gardens","RLS"
"Monacanthus chinensis",1,"2018","Clifton Gardens","RLS"
"Parupeneus spilurus",1,"2018","Clifton Gardens","RLS"
"Prionurus microlepidotus",1,"2018","Clifton Gardens","RLS"
"Pseudolabrus guentheri",1,"2018","Clifton Gardens","RLS"
"Rhabdosargus sarba",1,"2018","Clifton Gardens","RLS"
"Siphamia cephalotes",1,"2018","Clifton Gardens","RLS"
"Trachinops taeniatus",1,"2018","Clifton Gardens","RLS"
"Trygonoptera testacea",1,"2018","Clifton Gardens","RLS"
"Upeneichthys lineatus",1,"2018","Clifton Gardens","RLS"
"Ostorhinchus fasciatus",1,"2019","Clifton Gardens","RLS"
"Ostorhinchus limenus",1,"2019","Clifton Gardens","RLS"
"Atypichthys strigatus",1,"2019","Clifton Gardens","RLS"
"Cheilodactylus fuscus",1,"2019","Clifton Gardens","RLS"
"Cheilodactylus vestitus",1,"2019","Clifton Gardens","RLS"
"Chrysophrys auratus",1,"2019","Clifton Gardens","RLS"
"Gerres subfasciatus",1,"2019","Clifton Gardens","RLS"
"Istigobius hoesei",1,"2019","Clifton Gardens","RLS"
"Mecaenichthys immaculatus",1,"2019","Clifton Gardens","RLS"
"Parupeneus spilurus",1,"2019","Clifton Gardens","RLS"
"Pseudolabrus guentheri",1,"2019","Clifton Gardens","RLS"
"Scorpis lineolata",1,"2019","Clifton Gardens","RLS"
"Trachinops taeniatus",1,"2019","Clifton Gardens","RLS"
"Trygonoptera testacea",1,"2019","Clifton Gardens","RLS"
"Upeneichthys lineatus",1,"2019","Clifton Gardens","RLS"
"Valenciennea immaculata",1,"2019","Clifton Gardens","RLS"
"Cnidoglanis macrocephalus",1,"2018","Camp Cove","RLS"
"Eupetrichthys angustipes",1,"2018","Camp Cove","RLS"
"Heterodontus galeatus",1,"2018","Camp Cove","RLS"
"Latropiscis purpurissatus",1,"2018","Camp Cove","RLS"
"Naso unicornis",1,"2018","Camp Cove","RLS"
"Ophthalmolepis lineolata",1,"2018","Camp Cove","RLS"
"Pentapodus aureofasciatus",1,"2018","Camp Cove","RLS"
"Synodus binotatus",1,"2018","Camp Cove","RLS"
"Thalassoma lutescens",1,"2018","Camp Cove","RLS"
"Parma unifasciata",1,"2018","Camp Cove","RLS"
"Schuettea scalaripinnis",1,"2018","Camp Cove","RLS"
"Achoerodus viridis",1,"2017","Camp Cove","RLS"
"Chromis hypsilepis",1,"2017","Camp Cove","RLS"
"Chrysophrys auratus",1,"2017","Camp Cove","RLS"
"Eupetrichthys angustipes",1,"2017","Camp Cove","RLS"
"Fistularia commersonii",1,"2017","Camp Cove","RLS"
"Parapercis stricticeps",1,"2017","Camp Cove","RLS"
"Parma unifasciata",1,"2017","Camp Cove","RLS"
"Acanthopagrus australis",1,"2019","Camp Cove","RLS"
"Achoerodus viridis",1,"2019","Camp Cove","RLS"
"Ostorhinchus limenus",1,"2019","Camp Cove","RLS"
"Atypichthys strigatus",1,"2019","Camp Cove","RLS"
"Chrysophrys auratus",1,"2019","Camp Cove","RLS"
"Dinolestes lewini",1,"2019","Camp Cove","RLS"
"Enoplosus armatus",1,"2019","Camp Cove","RLS"
"Eupetrichthys angustipes",1,"2019","Camp Cove","RLS"
"Fistularia commersonii",1,"2019","Camp Cove","RLS"
"Gerres subfasciatus",1,"2019","Camp Cove","RLS"
"Mecaenichthys immaculatus",1,"2019","Camp Cove","RLS"
"Ophthalmolepis lineolata",1,"2019","Camp Cove","RLS"
"Parma microlepis",1,"2019","Camp Cove","RLS"
"Parupeneus spilurus",1,"2019","Camp Cove","RLS"
"Pseudocaranx georgianus",1,"2019","Camp Cove","RLS"
"Trachinops taeniatus",1,"2019","Camp Cove","RLS"
"Upeneichthys lineatus",1,"2019","Camp Cove","RLS"
"Abudefduf bengalensis",1,"2019","Camp Cove","RLS"
"Acanthurus nigrofuscus",1,"2019","Camp Cove","RLS"
"Meuschenia freycineti",1,"2018","Camp Cove","RLS"
"Pseudolabrus guentheri",1,"2018","Camp Cove","RLS"
"Pictilabrus laticlavius",1,"2018","Camp Cove","RLS"
"Acanthaluteres vittiger",1,"2019","Camp Cove","RLS"
"Chromis hypsilepis",1,"2019","Camp Cove","RLS"
"Dotalabrus aurantiacus",1,"2019","Camp Cove","RLS"
"Meuschenia trachylepis",1,"2019","Camp Cove","RLS"
"Notolabrus gymnogenis",1,"2019","Camp Cove","RLS"
"Scorpis lineolata",1,"2019","Camp Cove","RLS"
"Trachurus novaezelandiae",1,"2019","Camp Cove","RLS"
"Austrolabrus maculatus",1,"2019","Camp Cove","RLS"
"Cheilodactylus fuscus",1,"2019","Camp Cove","RLS"
"Enneapterygius atrogulare",1,"2019","Camp Cove","RLS"
"Parapercis ramsayi",1,"2019","Camp Cove","RLS"
"Parma unifasciata",1,"2019","Camp Cove","RLS"
"Pentapodus aureofasciatus",1,"2019","Camp Cove","RLS"
"Scorpaena jacksoniensis",1,"2019","Camp Cove","RLS"
"Trinorfolkia clarkei",1,"2019","Camp Cove","RLS"
"Acanthurus nigrofuscus",1,"2018","Gordons Bay","RLS"
"Achoerodus viridis",1,"2018","Gordons Bay","RLS"
"Aplodactylus lophodon",1,"2018","Gordons Bay","RLS"
"Canthigaster callisterna",1,"2018","Gordons Bay","RLS"
"Eubalichthys bucephalus",1,"2018","Gordons Bay","RLS"
"Schuettea scalaripinnis",1,"2018","Gordons Bay","RLS"
"Scorpis lineolata",1,"2018","Gordons Bay","RLS"
"Heteroclinus whiteleggii",1,"2018","Gordons Bay","RLS"
"Parma unifasciata",1,"2018","Gordons Bay","RLS"
"Meuschenia flavolineata",1,"2018","Gordons Bay","RLS"
"Scobinichthys granulatus",1,"2018","Gordons Bay","RLS"
"Aplodactylus lophodon",1,"2019","Gordons Bay","RLS"
"Canthigaster callisterna",1,"2019","Gordons Bay","RLS"
"Eubalichthys bucephalus",1,"2019","Gordons Bay","RLS"
"Trygonoptera imitata",1,"2019","Gordons Bay","RLS"
"Ctenochaetus binotatus",1,"2019","Gordons Bay","RLS"
"Pempheris compressa",1,"2019","Gordons Bay","RLS"
"Latropiscis purpurissatus",1,"2019","Gordons Bay","RLS"
"Parma unifasciata",1,"2019","Gordons Bay","RLS"
"Brachaluteres jacksonianus",1,"2019","Camp Cove","RLS"
"Pempheris affinis",1,"2019","Camp Cove","RLS"
"Schuettea scalaripinnis",1,"2019","Camp Cove","RLS"
"Brachaluteres jacksonianus",1,"2017","Camp Cove","RLS"
"Cirrhilabrus punctatus",1,"2017","Camp Cove","RLS"
"Meuschenia trachylepis",1,"2017","Camp Cove","RLS"
"Monacanthus chinensis",1,"2017","Camp Cove","RLS"
"Prionurus microlepidotus",1,"2017","Camp Cove","RLS"
"Pseudolabrus guentheri",1,"2017","Camp Cove","RLS"
"Abudefduf bengalensis",1,"2018","Camp Cove","RLS"
"Acanthurus nigrofuscus",1,"2018","Camp Cove","RLS"
"Anampses caeruleopunctatus",1,"2018","Camp Cove","RLS"
"Brachaluteres jacksonianus",1,"2018","Camp Cove","RLS"
"Chaetodon auriga",1,"2018","Camp Cove","RLS"
"Plagiotremus tapeinosoma",1,"2018","Camp Cove","RLS"
"Synodus variegatus",1,"2018","Camp Cove","RLS"
"Centropogon australis",1,"2017","Camp Cove","RLS"
"Cheilodactylus fuscus",1,"2017","Camp Cove","RLS"
"Cochleoceps orientalis",1,"2017","Camp Cove","RLS"
"Orectolobus halei",1,"2017","Camp Cove","RLS"
"Acanthaluteres vittiger",1,"2019","Shelly Beach","RLS"
"Acanthopagrus australis",1,"2019","Shelly Beach","RLS"
"Aplodactylus lophodon",1,"2019","Shelly Beach","RLS"
"Ostorhinchus limenus",1,"2019","Shelly Beach","RLS"
"Atypichthys strigatus",1,"2019","Shelly Beach","RLS"
"Brachaluteres jacksonianus",1,"2019","Shelly Beach","RLS"
"Chromis hypsilepis",1,"2019","Shelly Beach","RLS"
"Enoplosus armatus",1,"2019","Shelly Beach","RLS"
"Gerres subfasciatus",1,"2019","Shelly Beach","RLS"
"Girella tricuspidata",1,"2019","Shelly Beach","RLS"
"Istigobius hoesei",1,"2019","Shelly Beach","RLS"
"Notolabrus gymnogenis",1,"2019","Shelly Beach","RLS"
"Ophthalmolepis lineolata",1,"2019","Shelly Beach","RLS"
"Orectolobus maculatus",1,"2019","Shelly Beach","RLS"
"Parma microlepis",1,"2019","Shelly Beach","RLS"
"Parupeneus spilurus",1,"2019","Shelly Beach","RLS"
"Pempheris affinis",1,"2019","Shelly Beach","RLS"
"Pictilabrus laticlavius",1,"2019","Shelly Beach","RLS"
"Prionurus microlepidotus",1,"2019","Shelly Beach","RLS"
"Ptereleotris monoptera",1,"2019","Shelly Beach","RLS"
"Rhabdosargus sarba",1,"2019","Shelly Beach","RLS"
"Scorpis lineolata",1,"2019","Shelly Beach","RLS"
"Trachinops taeniatus",1,"2019","Shelly Beach","RLS"
"Upeneichthys lineatus",1,"2019","Shelly Beach","RLS"
"Cheilodactylus fuscus",1,"2019","Shelly Beach","RLS"
"Heteroscarus acroptilus",1,"2019","Shelly Beach","RLS"
"Meuschenia trachylepis",1,"2019","Shelly Beach","RLS"
"Siganus fuscescens",1,"2019","Shelly Beach","RLS"
"Abudefduf vaigiensis",1,"2017","Shelly Beach","RLS"
"Ctenochaetus binotatus",1,"2017","Shelly Beach","RLS"
"Enoplosus armatus",1,"2017","Shelly Beach","RLS"
"Istigobius hoesei",1,"2017","Shelly Beach","RLS"
"Kyphosus sydneyanus",1,"2017","Shelly Beach","RLS"
"Labroides dimidiatus",1,"2017","Shelly Beach","RLS"
"Lutjanus bohar",1,"2017","Shelly Beach","RLS"
"Microcanthus strigatus",1,"2017","Shelly Beach","RLS"
"Monodactylus argenteus",1,"2017","Shelly Beach","RLS"
"Myxus elongatus",1,"2017","Shelly Beach","RLS"
"Parma unifasciata",1,"2017","Shelly Beach","RLS"
"Pempheris affinis",1,"2017","Shelly Beach","RLS"
"Pempheris compressa",1,"2017","Shelly Beach","RLS"
"Prionurus maculatus",1,"2017","Shelly Beach","RLS"
"Ptereleotris monoptera",1,"2017","Shelly Beach","RLS"
"Thalassoma lunare",1,"2017","Shelly Beach","RLS"
"Trachurus novaezelandiae",1,"2017","Shelly Beach","RLS"
"Trinorfolkia clarkei",1,"2017","Shelly Beach","RLS"
"Dinolestes lewini",1,"2017","Shelly Beach","RLS"
"Meuschenia freycineti",1,"2017","Shelly Beach","RLS"
"Orectolobus maculatus",1,"2017","Shelly Beach","RLS"
"Acanthistius ocellatus",1,"2017","Shelly Beach","RLS"
"Heteroscarus acroptilus",1,"2017","Shelly Beach","RLS"
"Plagiotremus tapeinosoma",1,"2017","Shelly Beach","RLS"
"Ostorhinchus fasciatus",1,"2018","Shelly Beach","RLS"
"Chaetodon auriga",1,"2018","Shelly Beach","RLS"
"Cnidoglanis macrocephalus",1,"2018","Shelly Beach","RLS"
"Latropiscis purpurissatus",1,"2018","Shelly Beach","RLS"
"Parma unifasciata",1,"2018","Shelly Beach","RLS"
"Pempheris affinis",1,"2018","Shelly Beach","RLS"
"Stethojulis interrupta",1,"2018","Shelly Beach","RLS"
"Thalassoma lunare",1,"2018","Shelly Beach","RLS"
"Acanthopagrus australis",1,"2018","Shelly Beach","RLS"
"Atherinomorus vaigiensis",1,"2018","Shelly Beach","RLS"
"Coris aurilineata",1,"2018","Shelly Beach","RLS"
"Ctenochaetus binotatus",1,"2018","Shelly Beach","RLS"
"Enneapterygius atrogulare",1,"2018","Shelly Beach","RLS"
"Labroides dimidiatus",1,"2018","Shelly Beach","RLS"
"Parupeneus multifasciatus",1,"2018","Shelly Beach","RLS"
"Prionurus microlepidotus",1,"2018","Shelly Beach","RLS"
"Pseudolabrus luculentus",1,"2018","Shelly Beach","RLS"
"Scorpaena jacksoniensis",1,"2018","Shelly Beach","RLS"
"Sufflamen chrysopterum",1,"2018","Shelly Beach","RLS"
"Trachurus novaezelandiae",1,"2018","Shelly Beach","RLS"
"Cristiceps aurantiacus",1,"2018","Shelly Beach","RLS"
"Mecaenichthys immaculatus",1,"2018","Shelly Beach","RLS"
"Meuschenia flavolineata",1,"2018","Shelly Beach","RLS"
"Orectolobus halei",1,"2018","Shelly Beach","RLS"
"Plagiotremus tapeinosoma",1,"2018","Shelly Beach","RLS"
"Stethojulis strigiventer",1,"2018","Shelly Beach","RLS"
"Achoerodus viridis",1,"2019","Shelly Beach","RLS"
"Dinolestes lewini",1,"2019","Shelly Beach","RLS"
"Enneapterygius atrogulare",1,"2019","Shelly Beach","RLS"
"Eupetrichthys angustipes",1,"2019","Shelly Beach","RLS"
"Latropiscis purpurissatus",1,"2019","Shelly Beach","RLS"
"Pseudolabrus guentheri",1,"2019","Shelly Beach","RLS"
"Schuettea scalaripinnis",1,"2019","Shelly Beach","RLS"
"Scobinichthys granulatus",1,"2019","Shelly Beach","RLS"
"Trygonoptera testacea",1,"2019","Shelly Beach","RLS"
"Trygonorrhina fasciata",1,"2019","Shelly Beach","RLS"
"Chrysophrys auratus",1,"2019","Shelly Beach","RLS"
"Limnichthys fasciatus",1,"2019","Shelly Beach","RLS"
"Olisthops cyanomelas",1,"2019","Shelly Beach","RLS"
"Parma unifasciata",1,"2019","Shelly Beach","RLS"
"Pempheris compressa",1,"2019","Shelly Beach","RLS"
"Plagiotremus tapeinosoma",1,"2019","Shelly Beach","RLS"
"Pseudocaranx georgianus",1,"2019","Shelly Beach","RLS"
"Trachurus novaezelandiae",1,"2019","Shelly Beach","RLS"
"Austrolabrus maculatus",1,"2019","Shelly Beach","RLS"
"Mecaenichthys immaculatus",1,"2019","Shelly Beach","RLS"
"Thalassoma lunare",1,"2019","Shelly Beach","RLS"
"Acanthopagrus australis",1,"2019","Bare Island","RLS"
"Cirrhitichthys aprinus",1,"2019","Bare Island","RLS"
"Scorpaena jacksoniensis",1,"2019","Bare Island","RLS"
"Eocallionymus papilio",1,"2019","Bare Island","RLS"
"Trinorfolkia clarkei",1,"2019","Bare Island","RLS"
"Heteroclinus roseus",1,"2017","Shelly Beach","RLS"
"Eocallionymus papilio",1,"2017","Shelly Beach","RLS"
"Plotosus lineatus",1,"2017","Shelly Beach","RLS"
"Gymnothorax prasinus",1,"2018","Shelly Beach","RLS"
"Cochleoceps orientalis",1,"2018","Shelly Beach","RLS"
"Scorpaena jacksoniensis",1,"2019","Shelly Beach","RLS"
"Trygonoptera imitata",1,"2019","Shelly Beach","RLS"
"Enneapterygius atrogulare",1,"2017","Shelly Beach","RLS"
"Hypoplectrodes maccullochi",1,"2018","Shelly Beach","RLS"
"Synodus variegatus",1,"2018","Shelly Beach","RLS"
"Trinorfolkia clarkei",1,"2018","Shelly Beach","RLS"
"Cristiceps australis",1,"2018","Shelly Beach","RLS"
"Cochleoceps orientalis",1,"2019","Shelly Beach","RLS"
"Acanthistius ocellatus",1,"2019","Shelly Beach","RLS"
"Cristiceps australis",1,"2019","Shelly Beach","RLS"
"Gymnothorax prasinus",1,"2019","Shelly Beach","RLS"
"Hypoplectrodes maccullochi",1,"2017","Oak Park","RLS"
"Ostorhinchus limenus",1,"2017","Oak Park","RLS"
"Pempheris multiradiata",1,"2017","Oak Park","RLS"
"Trinorfolkia clarkei",1,"2017","Oak Park","RLS"
"Enneapterygius atrogulare",1,"2018","Oak Park","RLS"
"Synodus variegatus",1,"2018","Oak Park","RLS"
"Cristiceps australis",1,"2018","Gordons Bay","RLS"
"Eocallionymus papilio",1,"2018","Gordons Bay","RLS"
"Lotella rhacina",1,"2018","Gordons Bay","RLS"
